"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Myh11",8959.97214051173,-4.23381747992927,0.526479867671038,-8.04174620894468,8.85671783067838e-16,2.67723540311884e-13
"Apc2",271.364520317721,-1.74123966475253,0.217054263411136,-8.02213988975807,1.03918696023938e-15,3.08311375740651e-13
"Calu",33444.5099933031,-0.627180403190837,0.0783494092492161,-8.00491553415397,1.19548701343332e-15,3.42016025753844e-13
"Sepn1",2648.35166659316,-0.709421590319956,0.0886140397221832,-8.00574708639948,1.18743549244105e-15,3.42016025753844e-13
"Diras2",63.1075886209084,-3.19592535680441,0.399975575320583,-7.99030129337986,1.346093675153e-15,3.7834678543204e-13
"Gas5",2905.08383789936,-0.695051798879796,0.0872987060997844,-7.96176518453018,1.69602109889753e-15,4.68481965955816e-13
"Map3k7cl",83.8505596369079,-4.78522239619105,0.605889993239826,-7.89784028384991,2.83777448937558e-15,7.70576018547223e-13
"Osbpl6",120.253942240223,-2.75084048443448,0.34891977049792,-7.88387680213401,3.17377205582786e-15,8.47450035106969e-13
"1110038B12Rik",1394.15294707376,-0.825374241231475,0.10475445633288,-7.87913249827452,3.29661778043062e-15,8.65821532135721e-13
"Tll1",2548.71935090523,-2.49436125174685,0.317155740436227,-7.864783554969,3.69736174471072e-15,9.55410201806619e-13
"Kcne4",140.362956374362,-2.96715730163998,0.377846427676097,-7.85281290043989,4.06808328061184e-15,1.03452003553464e-12
"Erv3",95.2617311740153,4.19189927545853,0.53582167882361,7.82331033089552,5.14520554211468e-15,1.27829210617321e-12
"Mum1l1",884.565950931162,-1.62256586015413,0.207427957225936,-7.82231036671106,5.18625472200604e-15,1.27829210617321e-12
"Sh3bgr",300.791702160958,-2.39187793851691,0.306385131853962,-7.80676896441894,5.86726810675136e-15,1.42423488391308e-12
"Pfkl",1427.61215898076,-2.32826181138946,0.299173233492746,-7.78231990946447,7.12065278640445e-15,1.70268624314904e-12
"Samd14",329.417235557815,-1.64177687245511,0.212381916397195,-7.73030444543439,1.07289685412603e-14,2.52777654411076e-12
"Pdgfrb",4596.13740668844,-2.21664881019613,0.286825057283676,-7.72822580840216,1.09055775541304e-14,2.53214866659018e-12
"Txndc5",8737.2589696279,-0.699123508945443,0.0911319426272624,-7.67155279247057,1.69926511875821e-14,3.88913235251789e-12
"Fam180a",1537.55283699435,3.52823026973794,0.462234499738491,7.63298774049543,2.29374702759867e-14,5.17579170833214e-12
"Tlcd1",189.691855837012,-1.39196377773408,0.182604669561234,-7.6228268481782,2.48179692790208e-14,5.52234285859989e-12
"Rspo2",227.143301465446,-4.37332562700599,0.580163223158405,-7.53809523326492,4.76885561393135e-14,1.04660049028485e-11
"9130011E15Rik",523.641640077731,0.617216702859119,0.082126925408198,7.51540009310403,5.67371504854832e-14,1.22835930801071e-11
"Esyt3",71.6396200980541,2.855110586397,0.380846071574502,7.49675735026841,6.54159142346223e-14,1.39737114927051e-11
"Adra1d",53.1773853518134,-2.50381746174834,0.334662819456749,-7.48161228609961,7.34162719020009e-14,1.54763433176573e-11
"Sod3",827.865028080256,-2.89854935498342,0.387739354277887,-7.47550983155059,7.69051084486309e-14,1.60012563955262e-11
"Stox2",819.474341522404,-1.17278967136496,0.157445980826248,-7.44883842198049,9.41656120808425e-14,1.93413752711177e-11
"B4galt2",584.074158102277,-1.00072208985651,0.134770683360984,-7.42536926355169,1.12465706427814e-13,2.27949768787147e-11
"Kit",215.829061274952,-4.44258898345232,0.598426933894366,-7.42377846288001,1.13825488439996e-13,2.27949768787147e-11
"Rock2",6629.81367288653,-0.672553100595191,0.0907401106921023,-7.4118611434946,1.24539119588404e-13,2.46326078385904e-11
"Ctnnd2",204.61694138885,-2.179683463689,0.294890159006317,-7.39150967612422,1.45170997134111e-13,2.83632261595804e-11
"Myom1",252.692947828461,-2.72356135092798,0.370475341604688,-7.35153205914074,1.9594775383981e-13,3.78226381237059e-11
"Enah",1580.87591150645,-1.24022767781261,0.168880493293816,-7.34381842226666,2.07584701627914e-13,3.95918393426286e-11
"Bai2",218.358766060196,1.93708273972907,0.264024313430077,7.33675893164315,2.18828239308608e-13,4.06854096244729e-11
"Fam213a",953.793448757342,1.37308235035012,0.187181219825731,7.33557753084676,2.20767392786803e-13,4.06854096244729e-11
"Lamc2",561.563982772282,1.64432511351495,0.224160695144215,7.33547472475967,2.20936935105745e-13,4.06854096244729e-11
"Bdnf",2266.73337592777,-0.865085417384391,0.118445164930544,-7.30367860850777,2.80004755972495e-13,5.09767749481288e-11
"Podxl",939.460982888019,3.9140576319777,0.536055670957244,7.30158795818408,2.84391064691583e-13,5.11935870497061e-11
"Mmp19",1017.59355092861,1.04486107822399,0.143133780371199,7.29989158054988,2.87999703423301e-13,5.12671472060523e-11
"Serpinb2",378.904444433665,5.18388336622251,0.710816694362615,7.29285539765053,3.03453740858571e-13,5.34245316735733e-11
"Pcbp4",1612.27967944915,-0.992840176466067,0.136382298365414,-7.27983168171806,3.34236931648808e-13,5.82044552385386e-11
"Anapc5",3399.14136115375,-0.643910976827823,0.0886135200517293,-7.26650940456864,3.68895544540211e-13,6.35491991298787e-11
"Zc3hav1l",262.982876055659,-2.44277508235194,0.336687612667632,-7.25531617571975,4.00724661651269e-13,6.82979766416486e-11
"Fads3",2136.76596327865,-1.05370308794805,0.145368401885445,-7.24850156073397,4.21407577491198e-13,7.1067061041963e-11
"Pde4a",507.614477364315,-1.47607183564039,0.20457296785571,-7.21538065909812,5.37833108298342e-13,8.97565023754972e-11
"Galnt18",3153.94771757751,-2.57237384040221,0.357771474714233,-7.18999143924728,6.47953847822453e-13,1.07019263875913e-10
"Hmcn1",4095.7533846535,-3.10328922743494,0.431794735215764,-7.18695475961338,6.62523506240268e-13,1.08309072382401e-10
"Aqp5",1335.92999316041,4.20904927163551,0.585804098960422,7.18507992536235,6.71678823323929e-13,1.08696630590633e-10
"Hdlbp",20852.3748487764,-0.667885136467967,0.09309737267981,-7.17404924803868,7.28113986244359e-13,1.16651141736209e-10
"Csrp2",543.103533602848,-2.22575402794082,0.310544546389551,-7.16726168215754,7.65126980141704e-13,1.21367320285646e-10
"P4ha2",1539.32476545867,-1.45018039857773,0.20274899629103,-7.1525897790197,8.51558000090282e-13,1.33753046269082e-10
"Gpc4",6728.42364192832,-1.37495364127099,0.193043245565873,-7.12251618667387,1.05974303161923e-12,1.64836340869628e-10
"Serping1",5722.71558409039,2.61707371539046,0.367539597904128,7.12052178952733,1.07519232824493e-12,1.65631310488577e-10
"Bcl11a",52.5172905832602,-2.49068744677869,0.350065336008635,-7.11492167484201,1.11976408515386e-12,1.70854670554762e-10
"Pnoc",65.0571272318467,4.41887575232033,0.623334477370784,7.08909247401024,1.34994303437335e-12,2.04032427865052e-10
"Slc35g1",129.615705669454,1.41533311729747,0.200147334894708,7.07145622519551,1.53316170080386e-12,2.29558725313818e-10
"Igsf10",173.85600640166,-2.29084814966518,0.325415252848492,-7.03976881726486,1.92559047935957e-12,2.85647083979811e-10
"Pde4d",276.538575621997,-1.34466387096847,0.191121287749245,-7.0356572352772,1.98323928288301e-12,2.9149978487219e-10
"Utrn",5720.3987758076,-0.910931128357155,0.129588987682837,-7.02938686878717,2.0744306964012e-12,3.02131401700396e-10
"Ly75",478.592473811625,-1.8059852208024,0.257122990076403,-7.02381852461251,2.15885178732637e-12,3.1159427463744e-10
