"","gene","baseMean_I","log2FoldChange_I","lfcSE_I","stat_I","pvalue_I","padj_I","abs_LFC_I","baseMean_II","log2FoldChange_II","lfcSE_II","stat_II","pvalue_II","padj_II","abs_LFC_II","baseMean_III","log2FoldChange_III","lfcSE_III","stat_III","pvalue_III","padj_III"
"64","Enpp4",1246.10377606252,1.05962088772426,0.336380763568832,3.15006386358784,0.00163234775881861,0.0285967271195083,1.05962088772426,1246.10377606252,1.74032441668299,0.335648375222287,5.18496303022604,2.16057719493776e-07,6.52944985414932e-06,1.74032441668299,1246.10377606252,1.17643647919263,0.336959453425247,3.49132949746316,0.000480623121332681,0.00401044949316192
"65","Ephb3",683.424170718539,-1.62463686942354,0.337568562103736,-4.81276117449672,1.48859142321222e-06,6.94630888668029e-05,1.62463686942354,683.424170718539,-1.3990928290367,0.339658633260795,-4.11911458161716,3.80331000960648e-05,0.000640881588619891,1.3990928290367,683.424170718539,-1.00616267624316,0.337310118223227,-2.98290096230465,0.00285530371755415,0.0163025020880025
"66","Epsti1",175.155699082417,2.8717419469438,0.762726015742762,3.76510291726083,0.00016648049659441,0.00452139888369897,2.8717419469438,175.155699082417,2.96414713756406,0.753619950552821,3.93321213881041,8.38182023427415e-05,0.00125752831900613,2.96414713756406,175.155699082417,2.10752386874535,0.770394273247409,2.73564321793514,0.00622584876376487,0.0294839855289025
"67","Erap1",1366.62043383129,1.01602828416354,0.318993764342128,3.18510390401808,0.00144702043343001,0.025760309427039,1.01602828416354,1366.62043383129,0.984704727428864,0.319040274601402,3.08645900163896,0.00202555877502145,0.017193398953054,0.984704727428864,1366.62043383129,0.872945245802576,0.319695253051039,2.73055429341395,0.00632279174847339,0.0298636340219022
"68","Ets1",958.371284466862,0.95752188167082,0.188605253279805,5.07685690095966,3.83729649553792e-07,1.96968429115961e-05,0.95752188167082,958.371284466862,1.07250406269635,0.195946743341846,5.47344673560239,4.41365586710553e-08,1.51334121587205e-06,1.07250406269635,958.371284466862,-1.30787333118885,0.195486620976161,-6.69034701535067,2.22642004400223e-11,2.31619970941297e-09
"69","F630028O10Rik",14.8554966227714,-2.7944689050721,0.857859995178261,-3.25748830902345,0.0011240288841039,0.0212901854690233,2.7944689050721,14.8554966227714,-1.87336820194452,0.639155968966081,-2.93100321815807,0.00337869281340769,0.0257904557833362,1.87336820194452,14.8554966227714,1.85297897589877,0.635499368297401,2.91578413502311,0.00354795883466061,0.0192163111866456
"70","Fam105a",283.911638129123,-1.60850056682511,0.541388165029371,-2.97106710254342,0.00296766930532817,0.0458366495814929,1.60850056682511,283.911638129123,-2.72153760163828,0.535702592445399,-5.08031441329205,3.76810694411678e-07,1.09616307913696e-05,2.72153760163828,283.911638129123,1.37994791995384,0.532770090660578,2.59013774261023,0.0095937535985579,0.0408021041684354
"71","Fam110b",178.748243796954,-0.543311862878557,0.166746005039866,-3.25832011836602,0.00112073903318379,0.0212540152364497,0.543311862878557,178.748243796954,-0.645500241535458,0.177188124279651,-3.64302203750792,0.000269455758675535,0.00336283290483316,0.645500241535458,178.748243796954,-0.726571408953527,0.16974511953078,-4.28036700531928,1.86585362597691e-05,0.000282541029695426
"72","Fam69b",133.874150838845,-0.682243143907655,0.164985060979094,-4.13518133010907,3.54674469838655e-05,0.00118473582669099,0.682243143907655,133.874150838845,-0.548445208515706,0.174880026848391,-3.13612262303213,0.00171197606660618,0.0150369340001721,0.548445208515706,133.874150838845,-0.720049342426452,0.166377461769789,-4.32780579032249,1.50602172899875e-05,0.000237480060239065
"73","Fgf7",478.549927117753,1.98543567614899,0.406598153559279,4.88304154548879,1.04461850479262e-06,4.94515290281908e-05,1.98543567614899,478.549927117753,1.29501444527829,0.426129941996622,3.03901302783495,0.0023735458994962,0.0194220715962098,1.29501444527829,478.549927117753,-2.14300533588735,0.424481515456389,-5.04852451250618,4.45235351322362e-07,1.2427030598494e-05
