"","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"GO:0035458","GO:0035458","cellular response to interferon-beta",34,0.8803433844951,2.30974749221105,0.000107342206955775,0.00310538666987914,0.00266799976077573,242,"tags=76%, list=6%, signal=72%","Tgtp2/Ifit1/Gbp6/Ifi205/Tgtp1/Iigp1/Gm4951/Gbp2/Gbp3/Ifi203/Gbp7/Igtp/Ifi47/Ifit3/Gm4841/F830016B08Rik/Irgm2/Irf1/Oas1g/Mndal/Gm5431/Oas1a/Ifi204/Gm12185/Irgm1/Trex1"
"GO:0071346","GO:0071346","cellular response to interferon-gamma",54,0.834872298741805,2.29752465833351,0.000103135313531353,0.00310538666987914,0.00266799976077573,373,"tags=61%, list=10%, signal=56%","Il12b/Nos2/Gbp5/Ccl22/Gbp4/Ccl5/Gbp6/Ccl20/Ccl3/Gbp2/Ccl4/Gbp3/Parp14/Gbp7/Ccl2/Igtp/Cx3cl1/Gbp9/Irf1/Tlr2/Stx11/H2-Q7/Ccl7/Parp9/Ccl8/Ccl9/Irgm1/Socs1/Ccl17/Nmi/Nlrc5/Stat1/Jak2"
"GO:0034341","GO:0034341","response to interferon-gamma",71,0.803960972947347,2.25574563334305,0.000101667344448963,0.00310538666987914,0.00266799976077573,373,"tags=58%, list=10%, signal=53%","Il12b/Nos2/Gbp5/Ccl22/Gbp4/Ccl5/Ubd/Gbp6/Tgtp1/Ccl20/Ccl3/Gbp2/Ccl4/Gbp3/Parp14/Gbp7/Ccl2/Igtp/Cx3cl1/Gbp9/Irgm2/Irf1/Tlr2/Stx11/H2-Q7/Cd74/Ccl7/Parp9/Cxcl16/Ccl8/Trim21/Ccl9/Irgm1/Gch1/Socs1/Ccl17/Nmi/Sp100/Nlrc5/Stat1/Jak2"
"GO:0035456","GO:0035456","response to interferon-beta",40,0.840437573866779,2.24610915060482,0.0001057753331923,0.00310538666987914,0.00266799976077573,242,"tags=68%, list=6%, signal=64%","Tgtp2/Ifit1/Gbp6/Ifi205/Tgtp1/Iigp1/Gm4951/Gbp2/Gbp3/Ifi203/Gbp7/Igtp/Ifi47/Ifit3/Gm4841/F830016B08Rik/Irgm2/Irf1/Oas1g/Mndal/Gm5431/Xaf1/Oas1a/Ifi204/Gm12185/Irgm1/Trex1"
"GO:0019730","GO:0019730","antimicrobial humoral response",20,0.915901883919943,2.22530397293591,0.000115048320294524,0.00310538666987914,0.00266799976077573,256,"tags=80%, list=7%, signal=75%","Cxcl10/Cxcl1/Cxcl2/Ccl22/Cxcl9/Cxcl5/Cxcl11/Ccl20/Pglyrp3/Nod2/Bcl3/Camp/Ccl8/Slpi/Ccl17/Tslp"
"GO:0030593","GO:0030593","neutrophil chemotaxis",37,0.83002803783106,2.20117698881317,0.000106462259129139,0.00310538666987914,0.00266799976077573,252,"tags=59%, list=6%, signal=56%","Il1b/Cxcl10/Cxcl1/Cxcl2/Ccl22/Cxcl9/Ccl5/Cxcl5/Cxcl11/Ccl20/Ccl3/Il23a/Ccl4/Ccl2/Cx3cl1/Nod2/Cd74/Ccl7/Ccl8/Ccl9/Lbp/Ccl17"
"GO:0006959","GO:0006959","humoral immune response",37,0.812867851906914,2.15566936177121,0.000106462259129139,0.00310538666987914,0.00266799976077573,289,"tags=54%, list=7%, signal=51%","Il1b/Cxcl10/Cxcl1/Cxcl2/Ccl22/Cxcl9/Tnf/Cxcl5/C3/Cxcl11/Ccl20/Pglyrp3/Nod2/Bcl3/Camp/Ccl8/Slpi/Ccl17/Tslp/Cfb"
"GO:0071621","GO:0071621","granulocyte chemotaxis",42,0.800314247217637,2.14706496391005,0.000105374077976818,0.00310538666987914,0.00266799976077573,298,"tags=57%, list=8%, signal=53%","Il1b/Cxcl10/Cxcl1/Cxcl2/Ccl22/Cxcl9/Ccl5/Cxcl5/Cxcl11/Ccl20/Ccl3/Il23a/Ccl4/Ccl2/Cx3cl1/Nod2/Cd74/Ccl7/Ccl8/Ccl9/Lbp/Ccl17/Csf1/Ccr3"
"GO:1990868","GO:1990868","response to chemokine",29,0.829373967713334,2.13528646627995,0.000109206071857595,0.00310538666987914,0.00266799976077573,252,"tags=62%, list=6%, signal=58%","Cxcl10/Cxcl1/Cxcl2/Ccl22/Cxcl9/Ccl5/Cxcl5/Cxcl11/Ccl20/Ccl3/Ccl4/Ccl2/Cx3cl1/Zc3h12a/Ccl7/Ccl8/Ccl9/Ccl17"
"GO:1990869","GO:1990869","cellular response to chemokine",29,0.829373967713334,2.13528646627995,0.000109206071857595,0.00310538666987914,0.00266799976077573,252,"tags=62%, list=6%, signal=58%","Cxcl10/Cxcl1/Cxcl2/Ccl22/Cxcl9/Ccl5/Cxcl5/Cxcl11/Ccl20/Ccl3/Ccl4/Ccl2/Cx3cl1/Zc3h12a/Ccl7/Ccl8/Ccl9/Ccl17"
"GO:0071219","GO:0071219","cellular response to molecule of bacterial origin",91,0.749651131919337,2.13369961397628,0.000100836946657255,0.00310538666987914,0.00266799976077573,395,"tags=47%, list=10%, signal=43%","Il12b/Il1b/Cxcl10/Nos2/Cxcl1/Cxcl2/Cxcl9/Tnf/Ccl5/Cmpk2/Il1a/Cxcl5/Gbp6/Nlrp3/Cxcl11/Gbp2/Tnfaip3/Ccl2/Igtp/Cx3cl1/Tnfsf4/Cd274/Nfkbia/Tlr2/Ripk2/Zc3h12a/Nod2/Trim30a/Trim30d/Cxcl16/Lbp/Irgm1/Gch1/Arid5a/Tlr1/Malt1/Cd14/Tnip1/Plscr1/Stat1/Tnfrsf1b/Jak2/Nfkb1"
"GO:0071222","GO:0071222","cellular response to lipopolysaccharide",88,0.749555408531621,2.13018908007984,0.000100847115772489,0.00310538666987914,0.00266799976077573,395,"tags=47%, list=10%, signal=43%","Il12b/Il1b/Cxcl10/Nos2/Cxcl1/Cxcl2/Cxcl9/Tnf/Ccl5/Cmpk2/Il1a/Cxcl5/Gbp6/Nlrp3/Cxcl11/Gbp2/Tnfaip3/Ccl2/Igtp/Cx3cl1/Tnfsf4/Cd274/Nfkbia/Ripk2/Zc3h12a/Nod2/Trim30a/Trim30d/Cxcl16/Lbp/Irgm1/Gch1/Arid5a/Malt1/Cd14/Tnip1/Plscr1/Stat1/Tnfrsf1b/Jak2/Nfkb1"
"GO:1990266","GO:1990266","neutrophil migration",48,0.781250625454749,2.12644912086038,0.000103939299449122,0.00310538666987914,0.00266799976077573,283,"tags=52%, list=7%, signal=49%","Il1b/Cxcl10/Cxcl1/Cxcl2/Ccl22/Cxcl9/Ccl5/Il1a/Cxcl5/Cxcl11/Ccl20/Ccl3/Il23a/Ccl4/Ccl2/Cx3cl1/Tlr2/Nod2/Cd74/Ccl7/Ccl8/Ccl9/Lbp/Ccl17/Slamf8"
"GO:0070098","GO:0070098","chemokine-mediated signaling pathway",25,0.844073058063877,2.12362187593017,0.000111383381599465,0.00310538666987914,0.00266799976077573,252,"tags=68%, list=6%, signal=64%","Cxcl10/Cxcl1/Cxcl2/Ccl22/Cxcl9/Ccl5/Cxcl5/Cxcl11/Ccl20/Ccl3/Ccl4/Ccl2/Cx3cl1/Ccl7/Ccl8/Ccl9/Ccl17"
"GO:0071216","GO:0071216","cellular response to biotic stimulus",97,0.738084132060137,2.10862153596961,0.000100654252642174,0.00310538666987914,0.00266799976077573,402,"tags=45%, list=10%, signal=42%","Il12b/Il1b/Cxcl10/Nos2/Cxcl1/Cxcl2/Cxcl9/Tnf/Ccl5/Cmpk2/Il1a/Cxcl5/Gbp6/Nlrp3/Cxcl11/Gbp2/Tnfaip3/Ccl2/Igtp/Cx3cl1/Tnfsf4/Cd274/Nfkbia/Tlr2/Ripk2/Zc3h12a/Nod2/Trim30a/Trim30d/Cxcl16/Lbp/Irgm1/Gch1/Arid5a/Tlr1/Malt1/Cd14/Tnip1/Plscr1/Stat1/Tnfrsf1b/Jak2/Nfkb1/Bid"
"GO:0042832","GO:0042832","defense response to protozoan",17,0.88559356906019,2.09392823715628,0.000117980179329873,0.00310538666987914,0.00266799976077573,230,"tags=71%, list=6%, signal=67%","Il12b/Gbp4/Gbp6/Iigp1/Gbp2/Gbp3/Batf2/Gbp7/Gbp9/Irgm2/Bcl3/Batf"
"GO:0051607","GO:0051607","defense response to virus",116,0.726268818153972,2.09248954116943,0.000100280786201364,0.00310538666987914,0.00266799976077573,773,"tags=60%, list=20%, signal=50%","Il12b/Il1b/Cxcl10/Rsad2/Cxcl9/Il27/Gbp4/Ccl5/Ifit1/Zbp1/Nlrp3/Mx1/Mx2/Oasl1/Il23a/Isg15/Ddx60/Slfn8/Oasl2/Rtp4/Gbp7/Ifit2/Ifit3/Ifih1/Irf1/Oas1g/Il15/Zc3h12a/Oas2/Irf7/Trim30a/Dtx3l/Oas1b/Trim30d/Dhx58/Parp9/Trim21/Slfn9/Oas1a/Oas3/Ifi204/Trex1/Stat2/Tagap/Plscr1/Stat1/Trim34a/Tlr3/Znfx1/Trim25/Zc3hav1/Samhd1/Trim12a/Irf5/Isg20/Cd86/Il23r/Casp1/Aim2/Ifitm1/Treml4/Trim56/Irf2/Myd88/Eif2ak2/Mlkl/Rnf135/Ptprc/Nt5c3/Traf3"
"GO:0140546","GO:0140546","defense response to symbiont",116,0.726268818153972,2.09248954116943,0.000100280786201364,0.00310538666987914,0.00266799976077573,773,"tags=60%, list=20%, signal=50%","Il12b/Il1b/Cxcl10/Rsad2/Cxcl9/Il27/Gbp4/Ccl5/Ifit1/Zbp1/Nlrp3/Mx1/Mx2/Oasl1/Il23a/Isg15/Ddx60/Slfn8/Oasl2/Rtp4/Gbp7/Ifit2/Ifit3/Ifih1/Irf1/Oas1g/Il15/Zc3h12a/Oas2/Irf7/Trim30a/Dtx3l/Oas1b/Trim30d/Dhx58/Parp9/Trim21/Slfn9/Oas1a/Oas3/Ifi204/Trex1/Stat2/Tagap/Plscr1/Stat1/Trim34a/Tlr3/Znfx1/Trim25/Zc3hav1/Samhd1/Trim12a/Irf5/Isg20/Cd86/Il23r/Casp1/Aim2/Ifitm1/Treml4/Trim56/Irf2/Myd88/Eif2ak2/Mlkl/Rnf135/Ptprc/Nt5c3/Traf3"
"GO:0009615","GO:0009615","response to virus",139,0.716432372716403,2.07460239020259,0.0001001001001001,0.00310538666987914,0.00266799976077573,773,"tags=59%, list=20%, signal=49%","Il12b/Il1b/Cxcl10/Rsad2/Cxcl9/Il27/Gbp4/Tnf/Ccl5/Ifit1/Lcn2/Tgtp1/Zbp1/Nlrp3/Mx1/Mx2/Oasl1/Il23a/Isg15/Ddx60/Slfn8/Oasl2/Rtp4/Gbp7/Ifit2/Igtp/Ifit3/Tnfsf4/Ifih1/Irf1/Oas1g/Il15/Zc3h12a/Oas2/Irf7/Bcl3/Trim30a/Dtx3l/Oas1b/Trim30d/Dhx58/Parp9/Trim21/Slfn9/Oas1a/Oas3/Ifi204/Irgm1/Trex1/Stat2/Nmi/Tagap/Plscr1/Stat1/Trim34a/Ikbke/Tlr3/Nfkb1/Znfx1/Trim25/Zc3hav1/Samhd1/Trim12a/Irf5/Isg20/Cd86/Il23r/Casp1/Aim2/Gm11772/Adar/Ifitm1/Treml4/Trim56/Irf2/Myd88/Eif2ak2/Mlkl/Rnf135/Ptprc/Nt5c3/Traf3"
"GO:0097530","GO:0097530","granulocyte migration",55,0.752781240465438,2.07450408678685,0.000103007828594973,0.00310538666987914,0.00266799976077573,298,"tags=49%, list=8%, signal=46%","Il1b/Cxcl10/Cxcl1/Cxcl2/Ccl22/Cxcl9/Ccl5/Il1a/Cxcl5/Cxcl11/Ccl20/Ccl3/Il23a/Ccl4/Ccl2/Cx3cl1/Tlr2/Nod2/Cd74/Ccl7/Ccl8/Ccl9/Lbp/Ccl17/Csf1/Slamf8/Ccr3"
"GO:0009617","GO:0009617","response to bacterium",225,0.70773369558082,2.07393397526709,9.99900009999e-05,0.00310538666987914,0.00266799976077573,589,"tags=51%, list=15%, signal=46%","Il12b/Il1b/Cxcl10/Nos2/Cxcl1/Cxcl2/Gbp5/Cxcl9/Gbp4/Tnf/Ccl5/Cmpk2/Saa3/Clec4e/Ifit1/Il1a/Gm12250/Cxcl5/Gbp6/Ifi205/Lcn2/Tgtp1/Iigp1/Serpina3f/Nlrp3/C3/Cxcl11/Mx2/Gbp2/Il23a/Isg15/Gbp3/Tnfaip3/Gbp7/Usp18/Pglyrp3/Ifi44/Ccl2/Igtp/Ifit3/Cx3cl1/Gbp9/Tnfsf4/Cd274/Irgm2/Nfkbia/Tlr2/Ripk2/Oas1g/Mndal/Zc3h12a/Oas2/Casp4/Nod2/Pglyrp2/Bcl3/Trim30a/Bdkrb1/Camp/Herc6/Rnf213/Trim30d/Dhx58/Sp110/Cxcl16/Oas1a/Oas3/Ifi204/Tnfsf8/Lbp/Slpi/Psmb9/Irgm1/Gch1/Adamts4/Arid5a/Tslp/Tlr1/Slamf8/Ptgir/Cfb/Malt1/Cd14/Tnip1/Nlrc5/Plscr1/Stat1/Arg2/Tnfrsf1b/Slfn4/Jak2/H2-K1/Ptgs2/Rgs1/Nfkb1/Peli1/Znfx1/Bmp2/Hck/Gpr31b/Nfkbib/Nod1/Gsdmd/Zfp36/Slamf9/Pde4b/Gdap10/Trim12a/Irf5/Cflar/Plscr2/Cd86/Il27ra/Il23r"
"GO:0042742","GO:0042742","defense response to bacterium",89,0.728897076545705,2.0722208407371,0.000100877635428226,0.00310538666987914,0.00266799976077573,283,"tags=44%, list=7%, signal=42%","Il12b/Il1b/Nos2/Gbp4/Tnf/Clec4e/Cxcl5/Gbp6/Lcn2/Iigp1/Nlrp3/Gbp2/Il23a/Isg15/Gbp3/Gbp7/Pglyrp3/Igtp/Gbp9/Irgm2/Tlr2/Ripk2/Oas1g/Oas2/Casp4/Nod2/Pglyrp2/Bcl3/Camp/Rnf213/Oas1a/Oas3/Tnfsf8/Lbp/Slpi/Irgm1/Adamts4/Tslp/Slamf8"
"GO:0048247","GO:0048247","lymphocyte chemotaxis",19,0.85869104073391,2.07029467315854,0.000115794349235757,0.00310538666987914,0.00266799976077573,252,"tags=74%, list=6%, signal=69%","Cxcl10/Ccl22/Ccl5/Ccl20/Ccl3/Ccl4/Ccl2/Cx3cl1/Ch25h/Ccl7/Cxcl16/Ccl8/Ccl9/Ccl17"
"GO:0098542","GO:0098542","defense response to other organism",353,0.699113683944931,2.06720494640706,9.99900009999e-05,0.00310538666987914,0.00266799976077573,713,"tags=51%, list=18%, signal=46%","Il12b/Il1b/Cxcl10/Nos2/Cxcl1/Cxcl2/Gbp5/Ccl22/Rsad2/Cxcl9/Il27/Gbp4/Tnf/Ccl5/Ubd/Clec4e/Ifit1/Cxcl5/Gbp6/Ifi205/Lcn2/Tgtp1/Iigp1/Zbp1/Nlrp3/C3/Cxcl11/Mx1/Ccl20/Mx2/Ccl3/Oasl1/Gbp2/Il23a/Isg15/Ddx60/Ccl4/Gbp3/Tnfaip3/Parp14/Slfn8/Oasl2/Batf2/Ifi203/Rtp4/Gbp7/Pglyrp3/Ifit2/Ccl2/Igtp/Ifit3/Cx3cl1/Gbp9/Tnfsf4/Ifih1/Irgm2/Irf1/Tlr2/Ptx3/Slamf7/Ripk2/Oas1g/Mndal/Il15/Zc3h12a/Oas2/Casp4/Stx11/Nod2/Irf7/Pglyrp2/Bcl3/Trim30a/Dtx3l/Oas1b/H2-Q7/Camp/Herc6/Rnf213/Trim30d/Cd74/Dhx58/Ch25h/Ccl7/Sp110/Parp9/Cxcl16/Ccl8/Trim21/Ccl9/Slfn9/Oas1a/Oas3/Ifi204/Tnfsf8/Lbp/Slpi/Batf/Irgm1/Gch1/Trex1/Adamts4/Socs1/Ccl17/Arid5a/Tslp/Relb/Tlr1/Csf1/Stat2/Slamf8/Trim30b/Cfb/Malt1/Cd14/Nmi/Sp100/Tagap/Nlrc5/Krt16/Plscr1/Stat1/Slc15a3/Arg2/Trim34a/Clec4a1/Prdm1/Jak2/Ikbke/H2-K1/Tlr3/Znfx1/Hck/Kynu/Cybb/Rel/Pik3r6/Gata3/Mfhas1/Ciita/Trim25/Nod1/Gsdmd/Il34/Ifi35/Zc3hav1/Tap1/Slamf9/Samhd1/Ereg/Lck/Rnf19b/Trim12a/Irf5/Isg20/Cd86/Il27ra/Il23r/Casp1/Rab20/Mcoln2/Rnf31/Aim2/Ncf1/Tap2/Syk/Adar/H2-M3/Ifitm1/Tnfrsf14/Treml4/Trim56/Ccdc88b/Cd47/Clec2d/Irf2/Myd88/Eif2ak2/Il18rap"
"GO:0045087","GO:0045087","innate immune response",281,0.699930234894547,2.06098706858957,9.99900009999e-05,0.00310538666987914,0.00266799976077573,713,"tags=53%, list=18%, signal=46%","Il12b/Nos2/Gbp5/Ccl22/Rsad2/Il27/Gbp4/Ccl5/Ubd/Clec4e/Ifit1/Gbp6/Ifi205/Lcn2/Tgtp1/Iigp1/Zbp1/Nlrp3/C3/Mx1/Ccl20/Mx2/Ccl3/Oasl1/Gbp2/Il23a/Isg15/Ccl4/Gbp3/Tnfaip3/Parp14/Oasl2/Ifi203/Gbp7/Pglyrp3/Ifit2/Ccl2/Igtp/Ifit3/Cx3cl1/Gbp9/Tnfsf4/Ifih1/Irgm2/Irf1/Tlr2/Ptx3/Slamf7/Ripk2/Oas1g/Mndal/Oas2/Casp4/Stx11/Nod2/Irf7/Trim30a/Dtx3l/H2-Q7/Camp/Herc6/Trim30d/Cd74/Dhx58/Ch25h/Ccl7/Sp110/Parp9/Cxcl16/Ccl8/Trim21/Ccl9/Oas1a/Oas3/Ifi204/Lbp/Slpi/Irgm1/Gch1/Trex1/Socs1/Ccl17/Arid5a/Relb/Tlr1/Csf1/Stat2/Slamf8/Trim30b/Cfb/Malt1/Cd14/Nmi/Sp100/Nlrc5/Krt16/Plscr1/Stat1/Slc15a3/Arg2/Trim34a/Clec4a1/Prdm1/Jak2/Ikbke/Tlr3/Znfx1/Hck/Kynu/Cybb/Rel/Pik3r6/Gata3/Mfhas1/Ciita/Trim25/Nod1/Gsdmd/Il34/Ifi35/Zc3hav1/Tap1/Samhd1/Ereg/Lck/Rnf19b/Trim12a/Irf5/Isg20/Il23r/Casp1/Rab20/Mcoln2/Aim2/Ncf1/Tap2/Syk/Adar/H2-M3/Ifitm1/Tnfrsf14/Treml4/Trim56/Cd47/Clec2d/Myd88/Eif2ak2/Il18rap"
"GO:0001562","GO:0001562","response to protozoan",18,0.861095071800597,2.05455835168725,0.000117233294255569,0.00310538666987914,0.00266799976077573,230,"tags=67%, list=6%, signal=63%","Il12b/Gbp4/Gbp6/Iigp1/Gbp2/Gbp3/Batf2/Gbp7/Gbp9/Irgm2/Bcl3/Batf"
"GO:0019058","GO:0019058","viral life cycle",65,0.727240289040887,2.03124543915504,0.000101967982053635,0.00310538666987914,0.00266799976077573,710,"tags=58%, list=18%, signal=49%","Rsad2/Tnf/Ccl5/Oasl1/Isg15/Icam1/Oasl2/Ifih1/Ptx3/Oas1g/Zc3h12a/Oas2/Trim30a/Oas1b/Trim30d/Cd74/Ch25h/Ccl8/Trim21/Oas1a/Oas3/Ifi204/Slpi/Trim30b/Parp10/Plscr1/Trim34a/Znfx1/Ciita/Trim25/Zc3hav1/Trim12a/Isg20/Gm11772/Adar/Ifitm1/Trim56/Eif2ak2"
"GO:0038034","GO:0038034","signal transduction in absence of ligand",23,0.814477786940932,2.0232142843306,0.000112828613336342,0.00310538666987914,0.00266799976077573,213,"tags=39%, list=5%, signal=37%","Il1b/Tnf/Csf2/Il1a/Lcn2/Bcl2a1d/Cx3cl1/Fas/Bcl2a1b"
"GO:0097192","GO:0097192","extrinsic apoptotic signaling pathway in absence of ligand",23,0.814477786940932,2.0232142843306,0.000112828613336342,0.00310538666987914,0.00266799976077573,213,"tags=39%, list=5%, signal=37%","Il1b/Tnf/Csf2/Il1a/Lcn2/Bcl2a1d/Cx3cl1/Fas/Bcl2a1b"
"GO:0048525","GO:0048525","negative regulation of viral process",52,0.737364437325678,2.02006731226138,0.000103573278094252,0.00310538666987914,0.00266799976077573,576,"tags=60%, list=15%, signal=51%","Rsad2/Tnf/Ccl5/Oasl1/Isg15/Oasl2/Ifih1/Ptx3/Oas1g/Oas2/Trim30a/Oas1b/Trim30d/Cd74/Ch25h/Trim21/Oas1a/Oas3/Ifi204/Slpi/Sp100/Parp10/Plscr1/Stat1/Znfx1/Ciita/Trim25/Zc3hav1/Zfp36/Trim12a/Isg20"
"GO:0043207","GO:0043207","response to external biotic stimulus",442,0.678565634818536,2.01361501140577,9.99900009999e-05,0.00310538666987914,0.00266799976077573,694,"tags=47%, list=18%, signal=43%","Il12b/Il1b/Cxcl10/Nos2/Cxcl1/Cxcl2/Gbp5/Ccl22/Rsad2/Cxcl9/Il27/Gbp4/Tnf/Ccl5/Cmpk2/Saa3/Ubd/Clec4e/Ifit1/Il1a/Gm12250/Cxcl5/Gbp6/Ifi205/Lcn2/Tgtp1/Iigp1/Zbp1/Serpina3f/Nlrp3/C3/Cxcl11/Mx1/Ccl20/Mx2/Ccl3/Oasl1/Gbp2/Il23a/Isg15/Ddx60/Ccl4/Gbp3/Tnfaip3/Parp14/Slfn8/Oasl2/Batf2/Ifi203/Rtp4/Gbp7/Usp18/Pglyrp3/Ifi44/Ifit2/Ccl2/Igtp/Ifit3/Cx3cl1/Gbp9/Tnfsf4/Cd274/Ifih1/Irgm2/Irf1/Nfkbia/Tlr2/Ptx3/Slamf7/Ripk2/Oas1g/Mndal/Il15/Zc3h12a/Oas2/Casp4/Stx11/Nod2/Irf7/Pglyrp2/Bcl3/Trim30a/Bdkrb1/Dtx3l/Oas1b/H2-Q7/Camp/Herc6/Rnf213/Trim30d/Cd74/Dhx58/Ch25h/Ccl7/Sp110/Parp9/Cxcl16/Ccl8/Trim21/Ccl9/Slfn9/Oas1a/Oas3/Ifi204/Tnfsf8/Lbp/Slpi/Batf/Psmb9/Irgm1/Gch1/Trex1/Adamts4/Socs1/Ccl17/Arid5a/Tslp/Relb/Tlr1/Csf1/Stat2/Slamf8/Ptgir/Trim30b/Cfb/Malt1/Cd14/Nmi/Sp100/Tagap/Tnip1/Nlrc5/Krt16/Plscr1/Stat1/Slc15a3/Arg2/Trim34a/Tnfrsf1b/Clec4a1/Prdm1/Slfn4/Jak2/Ikbke/H2-K1/Ptgs2/Tlr3/Rgs1/Nfkb1/Peli1/Znfx1/Bmp2/Hck/Kynu/Cybb/Ier3/Rel/Pik3r6/Gpr31b/Gata3/Nfkbib/Mfhas1/Ciita/Trim25/Nod1/Gsdmd/Il34/Ifi35/Zc3hav1/Zfp36/Tap1/Slamf9/Samhd1/Ereg/Pde4b/Lck/Rnf19b/Gdap10/Trim12a/Irf5/Cflar/Plscr2/Isg20/Cd86/Il27ra/Il23r/Casp1/Rab20/Mcoln2/Rnf31/Aim2/Ncf1/Tap2/Gm11772/Syk/Adar/H2-M3/Ifitm1/Fcgr2b/Tnfrsf14/Treml4/Trim56/Ccdc88b/Cd47/Clec2d/Irf2"
"GO:0051707","GO:0051707","response to other organism",442,0.678565634818536,2.01361501140577,9.99900009999e-05,0.00310538666987914,0.00266799976077573,694,"tags=47%, list=18%, signal=43%","Il12b/Il1b/Cxcl10/Nos2/Cxcl1/Cxcl2/Gbp5/Ccl22/Rsad2/Cxcl9/Il27/Gbp4/Tnf/Ccl5/Cmpk2/Saa3/Ubd/Clec4e/Ifit1/Il1a/Gm12250/Cxcl5/Gbp6/Ifi205/Lcn2/Tgtp1/Iigp1/Zbp1/Serpina3f/Nlrp3/C3/Cxcl11/Mx1/Ccl20/Mx2/Ccl3/Oasl1/Gbp2/Il23a/Isg15/Ddx60/Ccl4/Gbp3/Tnfaip3/Parp14/Slfn8/Oasl2/Batf2/Ifi203/Rtp4/Gbp7/Usp18/Pglyrp3/Ifi44/Ifit2/Ccl2/Igtp/Ifit3/Cx3cl1/Gbp9/Tnfsf4/Cd274/Ifih1/Irgm2/Irf1/Nfkbia/Tlr2/Ptx3/Slamf7/Ripk2/Oas1g/Mndal/Il15/Zc3h12a/Oas2/Casp4/Stx11/Nod2/Irf7/Pglyrp2/Bcl3/Trim30a/Bdkrb1/Dtx3l/Oas1b/H2-Q7/Camp/Herc6/Rnf213/Trim30d/Cd74/Dhx58/Ch25h/Ccl7/Sp110/Parp9/Cxcl16/Ccl8/Trim21/Ccl9/Slfn9/Oas1a/Oas3/Ifi204/Tnfsf8/Lbp/Slpi/Batf/Psmb9/Irgm1/Gch1/Trex1/Adamts4/Socs1/Ccl17/Arid5a/Tslp/Relb/Tlr1/Csf1/Stat2/Slamf8/Ptgir/Trim30b/Cfb/Malt1/Cd14/Nmi/Sp100/Tagap/Tnip1/Nlrc5/Krt16/Plscr1/Stat1/Slc15a3/Arg2/Trim34a/Tnfrsf1b/Clec4a1/Prdm1/Slfn4/Jak2/Ikbke/H2-K1/Ptgs2/Tlr3/Rgs1/Nfkb1/Peli1/Znfx1/Bmp2/Hck/Kynu/Cybb/Ier3/Rel/Pik3r6/Gpr31b/Gata3/Nfkbib/Mfhas1/Ciita/Trim25/Nod1/Gsdmd/Il34/Ifi35/Zc3hav1/Zfp36/Tap1/Slamf9/Samhd1/Ereg/Pde4b/Lck/Rnf19b/Gdap10/Trim12a/Irf5/Cflar/Plscr2/Isg20/Cd86/Il27ra/Il23r/Casp1/Rab20/Mcoln2/Rnf31/Aim2/Ncf1/Tap2/Gm11772/Syk/Adar/H2-M3/Ifitm1/Fcgr2b/Tnfrsf14/Treml4/Trim56/Ccdc88b/Cd47/Clec2d/Irf2"
"GO:1903900","GO:1903900","regulation of viral life cycle",56,0.728744584241707,2.01119808086684,0.000102796052631579,0.00310538666987914,0.00266799976077573,710,"tags=62%, list=18%, signal=52%","Rsad2/Tnf/Ccl5/Oasl1/Isg15/Oasl2/Ifih1/Ptx3/Oas1g/Oas2/Trim30a/Oas1b/Trim30d/Cd74/Ch25h/Trim21/Oas1a/Oas3/Ifi204/Slpi/Trim30b/Parp10/Plscr1/Trim34a/Znfx1/Ciita/Trim25/Zc3hav1/Trim12a/Isg20/Gm11772/Adar/Ifitm1/Trim56/Eif2ak2"
"GO:0043367","GO:0043367","CD4-positive, alpha-beta T cell differentiation",35,0.761825454803844,2.00700852829946,0.000106986198780357,0.00310538666987914,0.00266799976077573,476,"tags=57%, list=12%, signal=51%","Il12b/Rsad2/Il27/Nlrp3/Il23a/Tnfsf4/Irf1/Ripk2/Cd83/Zc3h12a/Nfkbiz/Bcl3/Batf/Socs1/Relb/Malt1/Nfkbid/Sema4a/Il2rg/Gata3"
