"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Hoga1",40.1749426852532,-0.918970109689727,0.268521946483985,-3.42232775280636,0.000620874224523062,0.00661997062770693
"Mib2",826.847123252728,-0.333350407337793,0.0974392218961797,-3.42111113831526,0.000623658407872718,0.00664486225778156
"Igsf6",831.836090466017,2.27801942375443,0.666018309806132,3.42035555211317,0.000625393385410834,0.00665854715389143
"Mina",415.514794801766,0.628135891708147,0.183661504200375,3.42007376256078,0.000626041579605667,0.0066606497216793
"8430408G22Rik",10.4543989582367,2.508912267003,0.733706615537812,3.41950340077545,0.00062735548338652,0.00666982685862302
"Fhod3",88.2475009716984,0.999200552169655,0.292259917662625,3.41887645819123,0.000628802688082165,0.00668040699099801
"Fam13b",2078.64769174426,0.282174360311441,0.0825661765583137,3.41755391945697,0.000631865766225131,0.00670691718918654
"Tox2",15.4646660715718,-2.21017118769937,0.646739136177806,-3.41740752038196,0.000632205687138777,0.00670691718918654
"Eif1",2652.8504615404,0.368087244674943,0.107724860479482,3.41692013372392,0.000633338566172107,0.00671411573234677
"Rgs1",1066.0898953916,3.05568289622085,0.89453167686326,3.41595828885102,0.00063557981629196,0.00673304553775095
"Seh1l",1358.32373108586,0.835423488601953,0.244593039205671,3.41556526430611,0.000636497746905118,0.00673793961587667
"Lancl2",371.248440218782,0.919739503475743,0.269339586730291,3.41479510918216,0.000638300063818255,0.00675218206378394
"Tomm70a",2255.64429204114,0.425574835884706,0.1246431150921,3.41434691816105,0.00063935110435496,0.00675846253230157
"Ier5",1528.56767568388,0.645437285449386,0.189080365272095,3.41356060170803,0.000641198964160899,0.00677315103100055
"Ccdc94",156.64170706297,0.673857270039971,0.197500635588936,3.41192456434667,0.000645059616695745,0.00680906501109265
"Ing4",968.291902343408,-0.551922388769565,0.161818403392425,-3.41075166482207,0.000647840669546452,0.00683353991046215
"Lck",29.6668506982675,1.72707108246141,0.506531648112978,3.40960153012235,0.000650578569989274,0.00685445937229324
"Phactr1",266.53973248364,0.623780544140086,0.182952114992181,3.40952901346205,0.000650751556322061,0.00685445937229324
"Ldb1",2649.99358757994,-0.579311496204505,0.169927439301545,-3.40916981145397,0.000651609052911891,0.0068586029800085
"Abtb1",391.209790171159,-0.692983384968446,0.203320921327229,-3.40832306112337,0.000653634597735939,0.006875026395261
"BC030336",762.478213939163,0.66663129893441,0.195777556625964,3.40504453331195,0.000661532647887086,0.00695315040574349
"Tab2",3357.14346859948,0.603046166849396,0.177132795640108,3.40448624812902,0.000662886379604824,0.00696242709154235
"1500012F01Rik",951.903817246027,0.41239105139356,0.121153586328315,3.40386994633422,0.000664383781185263,0.00697319852155953
"Rassf3",1040.14450345635,-1.09412143055951,0.321504283501556,-3.40313173635901,0.000666181517377778,0.00698710465848744
"Rin3",334.36830714619,1.34622692274551,0.395703831137691,3.40210737630455,0.000668683597780077,0.00700837319715885
"Ambra1",1374.34717695929,0.348562264046492,0.102543116563791,3.39917759208786,0.000675888140973945,0.00707886247151875
"Fam96b",390.989277013295,0.591677226489301,0.174173881990051,3.3970490852532,0.000681167472598394,0.00712910262752059
"Rbfa",490.096810304288,-0.417551067821775,0.1229506568185,-3.39608651654594,0.000683567495042117,0.00714915813286087
"Cd86",186.289762724377,2.55972026040163,0.75393967150699,3.39512610509699,0.000685969970696386,0.00716433468059158
"Ranbp6",330.29779350254,-0.599565022277014,0.176596181790566,-3.39511883098393,0.000685988196849173,0.00716433468059158
"Cyp27a1",118.167317045496,-0.823526921241472,0.242656458090487,-3.39379766655284,0.000689306006371667,0.00719390124446363
"Oma1",312.761601902352,-0.408825277630994,0.120530306917821,-3.39188780054908,0.000694128579844388,0.00723911937398756
"Arhgap28",703.057628150735,0.945094773981048,0.278657046395682,3.39160551009017,0.000694844041360296,0.00724084848308146
"Eif3c",10159.1279310012,0.406544047204106,0.119873723997936,3.39143586805652,0.000695274326532182,0.00724084848308146
"Cdca4",546.059964473541,0.362933578873456,0.107047170364681,3.39040796348973,0.000697886835364169,0.00725591433360593
"Cops8",1410.3499834696,0.296654450607128,0.087494943362989,3.39053251770678,0.000697569784946846,0.00725591433360593
"Rps6ka1",307.494789242634,-1.27253294137185,0.375346631457715,-3.39028736298972,0.000698193949275114,0.00725591433360593
"A430105I19Rik",978.694670883899,-0.983718700255932,0.290182442704753,-3.39000075637526,0.00069892430826755,0.00725840015992822
"Trpm4",432.210366407736,0.673849634863206,0.198789185396953,3.38977008994542,0.000699512630609788,0.00725940846569624
"Dennd5a",5718.15460344172,0.320305355807661,0.0945018010687358,3.3894100661075,0.000700431803083495,0.00726018139467918
"Zfp579",423.455253343759,-0.926978007126546,0.273496787981949,-3.3893561016436,0.00070056967578918,0.00726018139467918
"Ccdc59",507.500629519767,0.284225666140643,0.0839131614670167,3.38714048156036,0.000706252140910442,0.0073139412322176
"Dcun1d5",974.767431315048,0.408310235259536,0.120615528502002,3.38522112642202,0.00071120935832597,0.00736012037628934
"Bmf",271.033886581164,-1.43695589404735,0.424533255398786,-3.38478994465944,0.000712327431937452,0.00736138097144871
"Frs3",67.3692401751073,-0.786594228198094,0.232388427362248,-3.38482529929061,0.00071223569436747,0.00736138097144871
"Drd4",17.7598504111843,-1.56860534356622,0.463896125139601,-3.3813719463472,0.000721248411525522,0.00744836409889879
"Taf4a",371.702168657401,-0.290241257789481,0.0858465858749264,-3.38092953646807,0.000722410658693724,0.00745515692330716
"Hk2",2348.8597463615,0.932610101929035,0.275973961147614,3.37934092785731,0.000726598420743674,0.00748791594264297
"Slc25a17",1075.39790544463,0.462115452833829,0.13674036748012,3.37951009895461,0.000726151395015092,0.00748791594264297
"Tcp1",5293.25341944395,0.270501809193681,0.080086301077431,3.37762895219931,0.000731136632336979,0.00752943355587169
"Fam217b",143.502806550349,-0.671915096509063,0.199037395312113,-3.37582339969545,0.00073595142097119,0.00757373962333721
"Tgs1",719.691579712383,0.889402293383551,0.263501984566262,3.37531535046141,0.000737311513613037,0.00758245619218752
"Ccdc141",245.236268614242,-0.606823336177381,0.179855678835483,-3.37394593324158,0.000740989200590866,0.00760494922475535
"Rrp15",379.187912316705,0.498125224001339,0.147639636249383,3.37392611263236,0.00074104255539638,0.00760494922475535
"Slc25a45",121.850781829122,-1.64163244699289,0.486528341458775,-3.37417639858498,0.000740369076210899,0.00760494922475535
"Cct3",5001.35379426266,0.351047085687102,0.104053805399988,3.37370732706659,0.000741631738151522,0.0076057139669696
"Tnfrsf14",57.6528424736253,1.78366868642934,0.529073944746422,3.37130320655693,0.000748134680096935,0.00766708342751214
"Fzd1",2405.32591584093,1.17212256673828,0.347771804998118,3.37037836274457,0.000750650377570763,0.00768753380439414
"Prdm1",119.645044819139,2.64190305827521,0.78436787955289,3.36819383754109,0.000756623800267703,0.00774334246562058
"Brd4",2434.38657242399,0.35117785811249,0.10428331789182,3.36753629642652,0.00075843042185128,0.00775423041327674
"Fut11",341.53345075497,-0.480175543321274,0.142597504998749,-3.36734884194142,0.000758946194096542,0.00775423041327674
"Mfsd9",147.239265151193,-0.697436252935228,0.207124368312604,-3.36723418213455,0.000759261835702493,0.00775423041327674
"D19Bwg1357e",1374.91349942237,0.325598739628381,0.0967964627450681,3.36374626091356,0.000768922021341454,0.00784746521504421
"Elp5",1221.06221852791,0.520904747912426,0.154891286851285,3.36303454184973,0.000770907171641589,0.00786229550208378
"Hck",532.534502460252,2.25020712508835,0.669758135273776,3.35973093356834,0.000780184159823176,0.0079514217337013
"Tnfsf12",355.384331494526,-0.776912641078869,0.231399528933138,-3.35745126474892,0.00078664609764006,0.00801175467327692
"Tagap",53.7484467357357,1.59298979556756,0.474783746055351,3.35519024988241,0.000793104199005471,0.00807196546343171
"Map3k6",263.677511042054,0.676487196505172,0.201681711800637,3.35423172713787,0.000795856836175825,0.00808883928817493
"Tnfrsf1a",3182.75445092156,0.263411121934702,0.0785293569590158,3.35430127197113,0.000795656822912514,0.00808883928817493
"Bach1",1819.57316527635,0.678211019700798,0.202269059874122,3.35301414918756,0.000799366199922944,0.00811892350684624
"Smarcd2",880.86766435341,-0.337528019437398,0.100671631318801,-3.35276199477223,0.000800094764598641,0.0081207420544222
"2310067B10Rik",512.239134452958,-0.610490830518313,0.182179077183218,-3.35104799056776,0.000805063492801022,0.00816556506287817
"Bend7",31.0022951509593,1.09230198056146,0.326170167037328,3.3488715123246,0.000811414153544176,0.00822433358098479
"Dld",2299.17147053363,0.447031748202485,0.133587953747269,3.3463477481526,0.000818836335090422,0.00829387481834562
"Aoah",218.196840299263,2.38715812653672,0.713565114338277,3.34539634655548,0.000821650640305618,0.00831668024824413
"Mycl",302.552411028982,1.67497134957905,0.500803594087148,3.34456735006493,0.000824110177200531,0.00833586598129326
"Enc1",2071.27298982651,0.450473079102627,0.134712382121279,3.34396194328354,0.000825910662766529,0.00834836373075497
"Cdyl",508.108021181592,0.506543049717004,0.151504601876589,3.34341692227683,0.000827534681212855,0.00835906187215556
"Agfg1",1594.72459630891,0.679487975320997,0.203263074187869,3.34289923556391,0.000829079993548111,0.00836323832399589
"Deptor",152.075974104987,-0.89600309774265,0.268031317837127,-3.34290449703016,0.000829064274437248,0.00836323832399589
"Gpd2",1195.20238355973,0.48327325618804,0.144591467925005,3.34233591458314,0.000830764566762771,0.00837451484830848
"Ppap2b",1857.11772664815,0.70064756149301,0.209856778663104,3.33869397003279,0.000841732405696375,0.00847929208683097
"Ak4",239.982936210142,0.587160116503752,0.175880191043795,3.3384095901826,0.000842594453573863,0.00848219402923334
"Kctd7",221.365457126244,-0.53974852189031,0.161715384461347,-3.33764486098921,0.000844916660026098,0.00849978107683163
"2610008E11Rik",997.359815787274,-0.612008479388601,0.183670162596125,-3.3321061556109,0.000861913718921525,0.00866487138654578
"Cars2",206.15511536496,-0.447431912934684,0.13430890679192,-3.3313644167164,0.000864213873105945,0.00867619063638564
"Fli1",165.009159540166,-1.35276976106205,0.406058847166909,-3.33146234960864,0.000863909854520285,0.00867619063638564
"Iqce",458.96664550266,-0.42495318556369,0.127624229539511,-3.32972184903282,0.000869327796817231,0.00872160636888326
"Chmp2a",1681.59708637149,0.29986547054599,0.0900835321900022,3.32874903166009,0.000872369753961988,0.00874618739759176
"Pwwp2b",518.897493960026,-0.840728382806206,0.252705741875734,-3.3269065299657,0.000878158239815054,0.00879825252066906
"Garem",341.944474367084,0.742449750099947,0.223252018748943,3.32561270558931,0.000882244236034889,0.0088332014363981
"Synpo2",898.912527292562,1.21459671719177,0.365290253405612,3.32501813521726,0.00088412783926428,0.00884606716902338
"Nifk",853.371856251207,0.403111230102414,0.121290014414453,3.32353188387764,0.000888852613373451,0.0088873233561792
"Vav2",597.341645583552,-0.690308161356994,0.207811006365144,-3.32180750880949,0.00089436370609882,0.00893638056033019
"Ppp6r1",2820.74305560186,0.654225629215944,0.197064708003296,3.31985181844433,0.000900652403482603,0.00899313595855805
"Patz1",496.803902570494,-0.77924635732579,0.23482887380385,-3.31835836327643,0.000905482313778416,0.00903525836125418
"Sowahd",8.34412766884913,-2.3981959677645,0.722853892916607,-3.31767732216001,0.000907692795177307,0.00905120386446035
"Map2k4",2012.47870114789,0.308537494669567,0.093035385681232,3.31634562925028,0.000912029579342761,0.00908831633413845
"Hoxa1",69.9849332096778,-0.823104297541662,0.248344491920568,-3.31436502245811,0.000918515140525799,0.009146776783484
"Pcca",327.524234632663,-0.342629371858166,0.103385620055407,-3.31409118284092,0.000919415192576372,0.00914957421945699
"Pomk",555.743763817125,-0.387805113948345,0.11704267661109,-3.3133650492029,0.000921805796269859,0.00916719115563659
"Gm12216",9.99761186566827,2.47306606922685,0.746468586508389,3.31302095483299,0.000922940646530359,0.00917230455576708
"Zfp41",134.735728825298,-1.12636710353176,0.340057688507874,-3.31228242029785,0.000925380763892116,0.00919037428010597
"Nuak1",927.108820269409,-0.755315253098899,0.228093906914771,-3.31142231423625,0.000928230087434129,0.00920629814235004
"Prdm4",1217.59304548406,0.360644190150265,0.108907991315192,3.31145755049801,0.00092811319870725,0.00920629814235004
"Oas1c",70.7144151418236,1.44711788971373,0.437093688360493,3.31077278910561,0.000930387192017491,0.00922150363758181
"Ttc39b",1590.0662836359,0.584011159274169,0.176438593996924,3.30999667388163,0.00093297079868459,0.00924091317892819
"Zfp791",38.1978058187461,-0.892604210272305,0.269780764461623,-3.30862807084706,0.000937542937240908,0.00927997958911328
"Agrn",3721.08377423077,0.930266669421342,0.281247796784542,3.30764073552548,0.000940854241528588,0.00930652207584302
"Dync1h1",29723.3661396199,0.397925887872286,0.120395706151903,3.30515016349688,0.000949255264439679,0.00938334066748467
"Ankrd13c",973.005988656028,0.285600609291256,0.0864467768763253,3.30377394752206,0.000953927172921248,0.00941858493979176
"Cp",664.935413057018,1.80021641577886,0.544966873517232,3.30335017275493,0.000955370065282707,0.00941858493979176
"Fn3krp",202.752765826527,-0.556972259929355,0.168599793686078,-3.30351685344528,0.000954802300397588,0.00941858493979176
"Slc7a7",370.001168254215,1.04526613359529,0.31639481405411,3.303676568531,0.0009542585556971,0.00941858493979176
"Slc25a42",219.386316335805,-0.585242245394196,0.177234732922283,-3.30207423649192,0.000959726660671542,0.00945522706093603
"Mfsd11",1812.3955502409,-0.629839407028186,0.190769322122196,-3.30157595582767,0.000961432995624657,0.00946572738796881
"Cnpy3",858.985676423528,-0.34615064510008,0.10485616435089,-3.30119499643076,0.000962739465144234,0.00947227950459487
"Rab21",2061.42347515313,0.56832053472782,0.172195349748054,3.30044066555429,0.000965331234535778,0.0094914604018428
"Rnf157",495.579873789864,-0.661483231323993,0.200495953355262,-3.29923482371687,0.000969487753341083,0.00952599070403891
"Smg8",862.327784268592,0.353565168219703,0.107210713902896,3.29785294163732,0.000974271457788139,0.00956663362338413
"Hexim1",921.080732437253,-0.541741738989884,0.164326959602147,-3.29673073914041,0.000978172294116626,0.00959855920481772
"4930487H11Rik",18.9708440086419,1.17469194263571,0.356451615903446,3.29551582943002,0.000982411686452659,0.00963081566147712
"Akap17b",180.622323991883,-0.492875771079195,0.14956407955928,-3.29541540008503,0.000982762891968297,0.00963081566147712
"Fam221a",80.9562782544806,-0.9705741935642,0.2948646320569,-3.2915924395331,0.000996218702519486,0.00975620940081707
"Lrp5",1578.30869777764,-0.430919295290872,0.130935280662586,-3.29108620006957,0.000998013265089643,0.0097673112791356
"Wdr76",106.21622825006,-1.34076405639023,0.407619525278538,-3.28925376053576,0.00100453411165625,0.00982462283392194
"Prkab1",504.309747660249,0.382129605249204,0.116216282737573,3.28809007006435,0.00100869562749756,0.0098587989306607
"Ifrd1",2858.1043611616,0.951659598512387,0.289476735449824,3.28751668776969,0.00101075198440921,0.00986584730885025
"Tceb1",1128.58709318051,0.381343418333635,0.115996086335125,3.28755417861162,0.00101061741017116,0.00986584730885025
"Sbno2",1729.70702050173,0.716266984282005,0.217920982955748,3.2868197204647,0.00101325678705223,0.00988376818419656
"Anxa7",3629.79935866725,0.616070056883253,0.18746377530302,3.28634188598531,0.00101497737566263,0.00988749878545972
"Rrbp1",14214.4521817368,0.631471666022013,0.192143090772334,3.2864656412248,0.00101453149790708,0.00988749878545972
"Cep131",273.339387567464,-0.718605365093962,0.218688355116327,-3.28597910351337,0.00101628549005645,0.00989372000794082
"Mthfr",2447.10247623309,0.810535287809061,0.24675136343727,3.28482597428531,0.00102045379248938,0.00991586247712756
"Prickle2",691.790941872531,-0.825627269767769,0.251331062368564,-3.28501881934924,0.00101975560096603,0.00991586247712756
"Ralgapa2",988.165867489051,1.11565133391484,0.339641282480218,3.28479307865004,0.00102057293461301,0.00991586247712756
"Zfp398",165.586922798098,-0.687392366726234,0.209306649976089,-3.28414012074993,0.00102294049737291,0.0099323355257404
"Nlrc3",138.878526916745,-0.921125936535045,0.280509027995087,-3.2837657422961,0.00102430024956396,0.00993248627825207
"Smarcal1",555.290552648302,-0.461412477291239,0.140506109107,-3.28393178221069,0.00102369698201203,0.00993248627825207
"Arhgef1",2104.6740406538,-0.278903517930151,0.0849426636375908,-3.28343268254569,0.00102551133704809,0.00993770920583388
"Pabpc1",14367.0158530396,0.3738392801288,0.113926017283049,3.28142147899366,0.00103285277792696,0.0100022924981682
"Clec4a1",31.8300717467384,2.24427107937546,0.6845143209238,3.27863276307595,0.00104311284499404,0.0100950370814158
"Tpr",7661.52193142115,0.478419280110777,0.145929912748375,3.27841818788523,0.00104390619105,0.0100961032011367
"Abracl",1196.22592062736,0.796412799893304,0.243018850091311,3.27716471209564,0.00104855181873101,0.0101332514331584
"Sppl2a",3225.47353238547,1.13142559072576,0.345261336829326,3.27701213554953,0.00104911860148412,0.0101332514331584
"Rtcb",3251.84642618452,0.189470836766783,0.0578270601344843,3.27650820093818,0.00105099260427029,0.0101447215583973
"Coro1c",4085.04466156157,-0.72321759827324,0.220785380756903,-3.27565890365514,0.00105415793169122,0.010168633103481
"Adprh",1579.74046303153,0.409490230875554,0.125054542850171,3.27449304553588,0.00105851744557419,0.0102040253168267
"Apol7a",28.8362114741746,1.64674659695601,0.503298774058545,3.27190663246968,0.00106824847840972,0.0102911186531544
"Csnk2a2",880.056291601075,0.303657514959639,0.0928216225705853,3.27140925304043,0.00107012926309236,0.0103025213354912
"Arl5b",560.680134690393,0.894415957901154,0.273426874344144,3.27113404652176,0.00107117124165253,0.0103058389382429
"Wipf1",760.516017617848,-1.33039141498451,0.406814461800495,-3.27026578429984,0.00107446478421325,0.0103308006383236
"Fbxw17",408.687840913925,0.867265926427055,0.265505364025491,3.26647233516453,0.00108896447383433,0.0104566062341285
"Zbtb17",501.408551502007,0.416621138098777,0.127542872800381,3.26651837888923,0.00108878740129943,0.0104566062341285
"Crnkl1",998.59829374152,0.24471008938428,0.0749289073406086,3.26589694244289,0.00109117953614687,0.0104710721981678
"Agap2",14.9639065368506,-1.40839361055413,0.431365664291336,-3.26496456983403,0.00109477769582956,0.0104806441650953
"Lrrc59",5570.08003287629,0.424474083258601,0.129999781572427,3.26519074204838,0.00109390385816774,0.0104806441650953
"Phtf2",519.427555774917,0.607931565002428,0.18617291533843,3.26541357477974,0.00109304355378516,0.0104806441650953
"Wdr36",1222.791578415,0.354290733748776,0.108514918201932,3.26490347704532,0.00109501384428929,0.0104806441650953
"Agpat2",383.788918140407,-0.47224256782047,0.144830788645561,-3.26065039234283,0.00111157001798924,0.0106157061944961
"Chst10",58.5533939006283,-1.06458505377851,0.326452547573831,-3.26107136149012,0.00110992103053434,0.0106157061944961
"Coro7",492.410606901797,-0.601137298815382,0.184367342212845,-3.26054111102492,0.00111199845642712,0.0106157061944961
"Rgs11",24.4883599680481,-1.08793394338079,0.333652403407455,-3.26068067327005,0.00111145132833747,0.0106157061944961
"Arhgap29",2876.20250392259,-0.857502248712988,0.26311386096227,-3.25905387719559,0.00111784436990506,0.0106577445796497
"Tyk2",1556.1164544098,0.813641185125447,0.24964313185834,3.25921718362013,0.00111720107061463,0.0106577445796497
"Phka2",503.622361781841,-0.646538663798864,0.198469502709282,-3.25762222897245,0.00112349862116526,0.0107020484215266
"Strip1",1139.87337008063,0.550715004254022,0.169060067086031,3.25751085839672,0.00112393958250164,0.0107020484215266
"Traf5",328.250721008877,0.724010261815178,0.222308438838261,3.25678262866992,0.00112682688583085,0.0107226321434696
"Fchsd2",1402.61735313525,0.781436739546758,0.239985131694935,3.25618813977238,0.00112918901239696,0.0107381951256128
"Klf8",75.631600932398,1.42559437748402,0.437867854223349,3.25576395648549,0.00113087724865313,0.0107404267227481
"Znrf3",202.181671700165,-0.511792212850457,0.157193927858826,-3.25580141562523,0.00113072806856675,0.0107404267227481
"E530011L22Rik",70.5003723945542,-0.976421320290129,0.299980876926503,-3.25494521615575,0.00113414240990639,0.0107645192894005
"Trip12",10323.463415138,0.415328194296648,0.127613003678041,3.25459147834567,0.00113555582127044,0.0107710166410363
"Aagab",995.852380047011,-0.436833464528769,0.134338925215246,-3.25172665948346,0.00114706276163613,0.0108731837661698
"Vash2",503.639067743916,-1.03641217013999,0.31882334727636,-3.25074113609883,0.00115104610282017,0.0109039482740234
"Ptplad2",491.189565370836,-0.86740578347802,0.266877029908035,-3.25020772217423,0.00115320741271416,0.0109174241800703
"Fgfr1",5171.84498430215,0.707381413676347,0.217737939997292,3.2487742544324,0.00115903419780724,0.010965561699869
"Ahdc1",1212.52662934971,-0.720367723651722,0.22177872325964,-3.24813721110828,0.00116163238547471,0.0109831115755248
"BC030867",71.0106388055606,-1.65035263906828,0.508155807081847,-3.24772956653915,0.00116329779108739,0.0109878973474923
"Fam53c",1644.28190090021,0.531580277343107,0.163681547441307,3.24764938780727,0.00116362561570073,0.0109878973474923
"Ttc9c",1150.29724028579,0.787104012393832,0.242387832778879,3.2472917611829,0.0011650888739482,0.0109946892587526
"Zbtb8a",139.305343607363,-0.956509471536915,0.294699974341313,-3.24570598852213,0.00117159770075112,0.0110490560444799
"Usp6nl",669.616142944462,0.506759210003361,0.15617830066169,3.24474788018786,0.0011755465370971,0.0110792262278195
"Fmo5",151.957058600863,-0.737700793443909,0.22751131284438,-3.24247961220505,0.00118494426020389,0.0111606795903716
"Rbfox1",209.273001028857,1.13922366037051,0.351410881081796,3.24185653234038,0.00118753788543728,0.0111779839942625
"Aim1",502.906828930934,2.09912426739753,0.648033764771476,3.2392205182978,0.00119856866661705,0.0112746325622321
"Max",2062.15786902091,0.628561643164307,0.194069837473592,3.23884252878729,0.00120015815555814,0.0112824028135103
"Tsku",1367.82632500497,0.357435067334136,0.110399476327351,3.23765183699141,0.00120517788761552,0.0113223895887999
"Eif4a1",1424.64604878375,0.401682328628331,0.124090005791861,3.2370240138604,0.00120783247403841,0.0113401196323632
"Igsf8",1170.12441186046,0.895619027051088,0.276878224025446,3.23470374098028,0.00121769007997713,0.0114254120646997
"Rcn1",5475.24343927321,0.321671246665627,0.0994667229145548,3.23395842589439,0.00122087226205901,0.0114407420981028
"Zfp608",321.487703994682,-0.833096621848582,0.257607383472298,-3.23397804293978,0.00122078840719397,0.0114407420981028
"Zfp319",697.379157955581,0.646304481186118,0.199880329133525,3.23345715903025,0.00122301677900082,0.0114535753866123
"Ap2b1",5635.39835913378,0.275019037241305,0.0850748980014057,3.23266960880471,0.00122639309987051,0.0114673128530846
"Efcab11",26.2112305486682,-1.58007598509532,0.48880555400824,-3.23252461462146,0.00122701564462304,0.0114673128530846
"Eno2",1092.63408386633,0.581419933316477,0.179872994419899,3.23239147261428,0.00122758755809851,0.0114673128530846
"Pi4k2a",2240.10577624829,0.762464254801462,0.235850930943531,3.2328227484674,0.00122573589858589,0.0114673128530846
"Ctrl",19.4164999571475,2.02081695275149,0.62543128001975,3.23107752571582,0.00123324485487199,0.0115128821638019
"Kank3",167.132832219289,-0.596616241839604,0.184857449333024,-3.22743954323847,0.00124903432148713,0.0116529224766015
"Snn",1674.91474542157,0.535966166933126,0.166079513018939,3.22716605552671,0.00125022881671005,0.0116567075415401
"Esr2",23.9841109644191,-1.27074659704193,0.393867274316651,-3.22633201564319,0.00125387811709553,0.0116759608920859
"Fam160b1",1419.13539170011,-0.286760207281388,0.0888861241218402,-3.22615267697254,0.00125466408828207,0.0116759608920859
"Lcn2",87.6975035751101,2.8784077473404,0.892118814641,3.22648474631566,0.0012532091168182,0.0116759608920859
"Tgm2",5414.69953577925,1.08361068398727,0.336040944143698,3.22463885092497,0.00126131674419044,0.0117304838550323
"Acot2",212.458578898038,-0.766099414565922,0.237701370516976,-3.22294908481064,0.00126878104224964,0.011785069919777
"Dusp23",107.659046721973,-0.682265783090507,0.211680386351112,-3.22309399964359,0.00126813930675633,0.011785069919777
"Tarsl2",178.522383433255,-0.613766523806,0.19047275888996,-3.2223323029651,0.00127151573110042,0.011803052433544
"Mark2",1410.81559335672,0.56437246444643,0.17521213505008,3.22108091591441,0.00127708086127632,0.0118472699108233
"3010026O09Rik",97.3179834635459,0.779696222156082,0.24210993077453,3.22042230841903,0.00128001882312963,0.0118670753878354
"Mir221",9.60668951945281,2.36544636067005,0.735116221246867,3.21778555866703,0.00129184361785908,0.0119691943477878
"Kpna4",3606.71105595027,0.751919416547484,0.23394630368609,3.2140683768033,0.0013086850490308,0.0121176363750483
"Fbrsl1",671.932494102455,0.565868953668538,0.176088158628774,3.21355483568599,0.0013110276136691,0.01212737202608
"Pvrl4",39.7955482078101,1.66618500900642,0.518498938400915,3.21347814933826,0.00131137775732006,0.01212737202608
"Snrnp35",224.514123800118,0.666419760658555,0.207408200223029,3.21308299258152,0.0013131833795044,0.0121364752860012
"Bak1",1713.98396659331,0.517549957689264,0.161101795829213,3.21256479498172,0.00131555469936122,0.012150792091975
"Fxr1",2563.83277335597,0.278135259848679,0.0865895653181032,3.2121105912346,0.00131763642644879,0.0121624179325798
"Gm10336",290.791741957924,-0.559974310024977,0.174500271717186,-3.2090168371344,0.0013318969229128,0.0122863749855214
"Mknk1",758.30742507513,-0.545997433339398,0.170192226345577,-3.20812204566115,0.00133604788745753,0.0123169779668418
"5930430L01Rik",59.7752164004899,-1.06091371993231,0.330914413128782,-3.206006380627,0.001345910039695,0.0123947528570653
"Nr3c1",2899.63058456381,0.615678904787903,0.192042424611284,3.20595257029329,0.00134616174960007,0.0123947528570653
"Ppm1k",468.116947700687,1.08574464420407,0.338726751349006,3.2053702280083,0.00134888856571095,0.0124121265405208
"Usp47",4889.45092800774,0.412534689765318,0.128717073659077,3.20497256531769,0.00135075354696642,0.0124215531531237
"Nupl1",851.647626960275,0.286176078003021,0.0893161851690497,3.2040786052536,0.00135495477951322,0.0124524388878398
"Dhcr7",555.377548735578,-0.919023969301405,0.28702063508417,-3.20194389170625,0.00136503583152374,0.0125279364784317
"Dusp5",81.7032352931018,0.838659422260079,0.26194042971376,3.20171812795962,0.0013661060222087,0.0125279364784317
"Slc16a10",650.287483132161,1.46256801841392,0.456794336980057,3.20180856024441,0.00136567725205204,0.0125279364784317
"Slc22a17",193.641269007938,-0.690881227822423,0.215790986695094,-3.20162226608017,0.00136656067148679,0.0125279364784317
"B2m",19365.417131761,0.70683995218923,0.220879536998831,3.200115147801,0.00137372693194702,0.0125858255426615
"Mb21d1",142.528405266012,1.60893450497467,0.503078557318252,3.19817746467148,0.00138299143130925,0.0126628546294226
"Fam117a",257.595278633575,-0.599211548581994,0.187429653457113,-3.1969943791157,0.00138867632543609,0.0126991700107021
"Txnrd2",214.003867128159,-0.486661886094871,0.152222071689151,-3.19705204833022,0.00138839871780983,0.0126991700107021
"Rab3a",238.55085667566,-0.886904285184208,0.277435016898347,-3.19680008349188,0.00138961200102226,0.0126998677496023
"Fam13c",195.652332526243,-1.43700590531739,0.449823935588284,-3.19459635565648,0.00140026533222457,0.0127893208155838
"Agl",1954.83888449431,-0.426830948140468,0.133635336689333,-3.19399762603763,0.00140317271201705,0.0127925928225888
"Rgl2",881.812979811139,-0.668396350701254,0.209267033858184,-3.19398778860799,0.00140322052817813,0.0127925928225888
"Tra2b",499.246850264319,0.827685850641335,0.259124539042407,3.19416236571049,0.00140237219570109,0.0127925928225888
"Dclre1a",315.302203437943,-0.50885459127928,0.159354325340812,-3.19322735790816,0.00140692125480524,0.0128184231217706
"Clip1",3755.39793272583,-0.328915582518261,0.103037835151161,-3.19218258065815,0.00141202046436195,0.0128569552817874
"Mak16",1461.34999579336,0.432887244664037,0.135638765005027,3.19147143995299,0.00141550104565086,0.0128807108698451
"Bmyc",154.992993033569,-0.740047492975686,0.231926499607258,-3.19087078979279,0.00141844700615719,0.0128916419784692
"Nynrin",1166.00573267266,-0.884793749213666,0.277285957339417,-3.19090716927514,0.00141826841795108,0.0128916419784692
"Magoh",612.759841418759,0.322114066892557,0.100954976599735,3.1906705121598,0.00141943054766092,0.0128926518951033
"Flnb",30783.9908840039,0.521513387031741,0.163591942655304,3.18789164409273,0.00143314230485752,0.0130091996198922
