"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Irgm1",7622.2822854276,2.17000525396913,0.367598627771505,5.90319193280008,3.56535072918857e-09,2.70457319599875e-07
"Penk",128.920502770503,3.50696519929525,0.59428888762188,5.90111185374642,3.61060006528205e-09,2.72547207869011e-07
"Nedd4l",1167.54366367986,0.75317714123959,0.127762256508345,5.89514588911787,3.74350488854205e-09,2.81201130627605e-07
"Helz2",4280.50358166851,2.69659574920202,0.457590874279422,5.89302781321505,3.79182553683857e-09,2.83448162338724e-07
"Pnkd",547.181043536238,0.668665997498922,0.113512087012329,5.89070305285018,3.84556028656136e-09,2.860762456655e-07
"Adora2a",112.232562634407,4.12888980529826,0.701657286591141,5.88448218838806,3.9930213567723e-09,2.9561796092758e-07
"Cilp2",49.3698237091299,2.36565406470172,0.403044754588213,5.86945751748757,4.37223364385112e-09,3.22143664505567e-07
"Gm4841",546.757100340505,4.65267764696832,0.793248852923561,5.86534431133512,4.48201647066268e-09,3.27837231390606e-07
"Gm4951",196.500125236135,5.02734597768353,0.857181595965545,5.86497190483964,4.49208752668471e-09,3.27837231390606e-07
"Psmd10",733.258205337363,0.745701812352648,0.127285936540339,5.85847763406543,4.67129511401378e-09,3.39307893682538e-07
"Zfp598",1162.17630885195,0.476179877481438,0.081348330692217,5.85359125908893,4.81070084388773e-09,3.47793344108109e-07
"Ube2l6",1145.87015154831,1.68792207170478,0.288757185875151,5.84547209306363,5.05133620121344e-09,3.6348376711442e-07
"Pnrc1",1346.35721044682,0.846881112376259,0.145349733492241,5.82650612442619,5.65997909570997e-09,4.05386130673664e-07
"Lfng",139.202550556877,-2.11486674745582,0.3659911308364,-5.77846447432405,7.53854569697246e-09,5.37435486979995e-07
"Arg2",62.1301755116852,3.07321628031583,0.531952235910101,5.77724102439,7.59354717126321e-09,5.38861902720194e-07
"Msrb2",232.527840757391,-0.788311257063931,0.136509391070903,-5.77477674524592,7.70551848177638e-09,5.44299445416856e-07
"Ikbke",1298.07142187744,2.13817697971202,0.371245049495292,5.7594760727958,8.43754183117197e-09,5.93286331772681e-07
"Rrs1",897.299620677274,1.0415252979889,0.180975360877685,5.75506683858933,8.66075210120292e-09,6.06213280029199e-07
"Parp8",1025.3207641068,1.35283254737353,0.236436567792904,5.7217568331413,1.05428130894626e-08,7.34609858663506e-07
"Trim21",1214.11019879133,2.65398023547845,0.464161217439575,5.71779833334297,1.0791310519963e-08,7.48537795932026e-07
"Nmi",435.499656933759,2.30530504304972,0.40360020266564,5.71185303630666,1.11752578184464e-08,7.71694148637919e-07
"Camkk2",708.269211713238,1.34904074305154,0.237010083204204,5.69191287059812,1.25623958592524e-08,8.63608633199234e-07
"Gcnt1",837.231985370369,-1.8930287038503,0.332656232035322,-5.69064554199992,1.26559984724702e-08,8.66176535455858e-07
"Mtss1",1061.81785202549,-1.53433167963707,0.270747236449363,-5.66702618929235,1.45297141819989e-08,9.90013578268149e-07
"Serpinb2",378.904444433665,4.0200913034328,0.714125566861246,5.62938997003295,1.80848095033058e-08,1.22681930194452e-06
"Rcsd1",570.127262910527,1.7129168197117,0.305291842440032,5.61075201361846,2.01449270392073e-08,1.36057776963488e-06
"Nod1",1974.10789822809,1.42873546958204,0.255747866847251,5.58650004473106,2.31691488730105e-08,1.55799879255672e-06
