"","Gene_name","P4_5_1","P4_5_2","P4_5_3","P7_4_1","P7_4_2","P8_4_3","P8_4_4","P8_4_5"
"16","0610040B10Rik",-7.54742857168793,-3.43617240568195,-7.84530833100786,-15.6163175063306,5.00313015671713,-6.71722200682472,-28.1995583662933,4.48131665772439
"17","0610040F04Rik",1.05946458454095,-0.454882568320048,0.261360041817781,1.56608407504322,1.39774504059591,-0.494335222997448,1.0762835743326,-0.0628471239109256
"18","0610040J01Rik",-2.01743506735378,-3.84194868743881,-2.00068486195694,-2.43118375627816,-3.80323294804871,-5.64115856811148,-12.8152902886058,-9.42303196761006
"19","0610043K17Rik",4.40915361438073,2.14604655610512,6.30010790845192,1.86650595810391,5.38696442804968,-0.690635055711283,11.3225960738568,-3.81320577378167
"20","1-Mar",-88.4795123965345,-84.2501992709408,-78.4821940557215,-91.447551121441,-87.9061120588331,-1.5775699441364,5.75459142535023,-1.60534035402127
"21","1-Sep",-32.5665916446921,-28.801907371381,-22.8389648815095,-3.78862929979311,-12.0933888145732,8.81781230366145,71.9107742735133,1.61081774260661
"22","10-Mar",-2.18873034357072,-4.79134382354487,-0.556337905752845,-7.39369189652139,-2.59147434685786,1.09040600356467,1.0762835743326,0.69405705731285
"23","10-Sep",87.4927190661787,32.5654688792531,108.597032579041,-26.0057242711374,20.7830356432768,-36.726907357545,-123.938886356083,12.9002354123162
"24","1010001B22Rik",0.101494101728115,-7.59989923239709,-3.44503181816103,-2.33104312859127,-5.18294869371571,4.25988845668892,-9.02667923507718,0.599786371446461
"25","1010001N08Rik",-0.217829392542829,-0.993763279120635,3.86382297679869,8.59537942876415,11.2958295844567,-0.988670445994896,-5.23806818154851,5.04420207863006
"26","11-Mar",4.55718183243473,2.30930469751759,7.64052593965811,8.39509817339036,4.9490422719304,13.5648647009221,1.0762835743326,8.63744291872349
"27","11-Sep",463.499695037458,840.174317360951,531.224493345579,77.5887050985475,213.611117790251,-331.173610146223,916.372325890289,-356.593127979684
"28","1110001J03Rik",0.469362261391041,4.48076682244285,-16.1063323620073,7.03765262987541,-7.22832511488082,23.0876546251463,-47.6887355345405,9.30555380266622
"29","1110002E22Rik",23.4245561507155,23.324363977346,32.4389753258868,15.9250966655458,17.456630457578,-6.92786440438999,0.889696797488972,5.13847276449645
"30","1110002J07Rik",1.75307155848506,-1.32501770549418,-7.53352155601416,4.79839285281656,1.4997529077629,-15.1424346450585,1.0762835743326,-0.21996493368824
"31","1110002L01Rik",-14.0040833044076,-31.1521305097591,-20.8136763503841,-11.376982038863,-107.071730236333,-89.3070606595272,-11.8278026846797,-32.5863765926354
"32","1110004E09Rik",30.4577152209407,31.1844454828875,-6.74164667245103,-8.02508121776458,-3.21443411780115,-19.2288747199204,-100.690696791109,-2.33759628661105
"33","1110004F10Rik",109.417455588517,-154.859490879887,107.179782024781,-51.2768883576814,4.98272771507663,-7.42305396661959,-296.40223602801,-38.8788765321447
"34","1110007C09Rik",-90.9060854383027,-137.96553592249,-68.7105945961331,16.982267012167,-70.651599686427,-114.416421474827,155.048383259633,17.8556441936652
"35","1110008F13Rik",124.203809328577,2.23093830560401,41.2502402884438,71.8956436387004,75.3477563318031,35.840455733497,-514.122880134567,-65.2108092157273
"36","1110008L16Rik",77.9579214781222,122.69252483136,78.5238188589379,27.86690318875,67.4343185522531,72.9698092461148,-64.7136911109876,86.8527007747088
"37","1110008P14Rik",19.8606751536532,-51.078227229812,-83.1100005652795,43.4108887591863,11.4827648484428,-57.6265786931361,-103.375747410451,86.4305009978244
"38","1110012L19Rik",-94.1478650464043,-156.493817932742,-133.125478273385,-166.702866112727,-124.910297316082,-145.270014019418,145.145645656994,-112.74557298119
