gene,log2FC,pvalue,adjusted_pvalue
4930523C07Rik,0.806365985378042,6.21613938752137e-06,0.000319423577576
Pla2g16,0.764318027004824,6.29949162137362e-06,0.0003227765376457
Il15ra,0.748058556764694,6.425308282575e-06,0.0003282798624257
Csprs,3.70417481990909,6.48559446686651e-06,0.0003304132426819
D10Wsu102e,1.03517769556429,6.65866926631651e-06,0.0003382641928424
Hmgxb3,0.396980917080471,6.84815649659266e-06,0.0003469019275305
AI837181,0.513355119948704,7.19143450945313e-06,0.0003622329625368
Col27a1,0.814792746811583,7.1718829701881e-06,0.0003622329625368
Ptpn2,0.732363365715257,7.2723920289583e-06,0.0003652789359671
B4galt5,0.726001405279971,7.40506796648592e-06,0.0003708982216584
Gm6984,3.48584672179642,7.64535868982354e-06,0.0003818610386505
Igsf3,0.564001820491766,8.0250159617984e-06,0.0003997040771363
Errfi1,1.4730846592079,8.06420880749216e-06,0.0004005373460902
Ccl20,3.81351702300535,8.22667074731786e-06,0.0004074715724872
Efhd2,0.471667126686897,8.3013871949489e-06,0.0004100333381527
Kifap3,-0.21978054249852,8.58327050236982e-06,0.0004227853489717
Prr5l,1.11876097900293,9.05028966468512e-06,0.0004434204912935
Sin3a,0.512001940651463,9.05193532784836e-06,0.0004434204912935
Bcl10,0.828695655503351,9.25719311791714e-06,0.0004509972964086
Pglyrp3,3.02378306603085,9.24324561343226e-06,0.0004509972964086
Ube2z,0.218582251430614,9.67208436161305e-06,0.0004699262568172
Ptpn12,0.577179663024128,9.73244825388522e-06,0.000471574143519
Tacc2,-0.289426914399932,1.00808641689713e-05,0.0004871324905065
Whamm,0.623911841464516,1.03674006287063e-05,0.0004996246502985
Coro1a,1.20132909199072,1.05043243848861e-05,0.0005048587819593
Irgm1,0.989343448312298,1.11333508606474e-05,0.0005336526322478
Acot7,0.422720647585231,1.16133871452879e-05,0.0005547048650459
Osbpl2,-0.293874603481469,1.16347719997291e-05,0.0005547048650459
Ier5,0.626314000389357,1.173445154177e-05,0.0005579653478434
Tfe3,0.449471646046057,1.24882643737134e-05,0.000592229367148
Specc1,0.273607431856536,1.2664663921781e-05,0.0005990016508999
Mterf2,-0.575796570884704,1.27794737353391e-05,0.0006028327941133
Nod1,0.488609701041081,1.30654685422636e-05,0.0006146975450583
Cnst,-0.332179380033097,1.33869062607412e-05,0.00062651424025
Ppm1j,1.13728595812337,1.33763932944711e-05,0.00062651424025
Rgs9bp,-1.82822955809445,1.38784267593179e-05,0.0006478173495952
Mfsd9,-0.549228702971443,1.52016908869772e-05,0.0007077319848712
Arhgap22,0.56096123121338,1.60700905083907e-05,0.0007462129787893
Elmsan1,0.418042257751372,1.63143423089554e-05,0.0007555871109376
Akna,0.9816320278453,1.72131505765989e-05,0.0007951494505993
