gene,log2FC,pvalue,adjusted_pvalue
Sh2d5,2.15271627243018,6.971359497815669e-11,6.103177623743441e-09
5033406O09Rik,3.48905620565319,7.374681795776009e-11,6.421183535333011e-09
Nid1,-1.75275991863876,9.148088662982301e-11,7.922244782142671e-09
Nim1k,-1.19310953918072,9.22912461237886e-11,7.949451904028051e-09
Slpi,4.42808490733425,9.3006790739484e-11,7.9682448900389e-09
Sez6l,3.44598744686444,9.38306512680326e-11,7.99606842534655e-09
Nek8,-1.11554916219592,9.43404651160682e-11,7.99697667526205e-09
Ston2,1.34205810402861,9.774416715034919e-11,8.24189106271444e-09
Prkcb,2.81104415880545,1.03200177448964e-10,8.656387659213841e-09
Plce1,2.29842766167995,1.0377770252688401e-10,8.65949256345422e-09
Pacsin3,-1.8177228835142,1.06225218853117e-10,8.81779394427872e-09
Slc1a6,-2.47595200961612,1.14247171906016e-10,9.434814129413792e-09
Cyp20a1,-0.507910058904212,1.15559052604852e-10,9.49421323990944e-09
10-Sep,-1.07872311375194,1.16438767173932e-10,9.517681065783471e-09
Myo1b,-1.51597579647074,1.31780936058717e-10,1.07170679015061e-08
Htatsf1,-0.636327701600919,1.36030976554183e-10,1.10068296736089e-08
Wt1,1.66189980207971,1.47807676234035e-10,1.18996320650526e-08
Tmem163,4.33994729354874,1.550533991307e-10,1.24205525373647e-08
Pard6g,-0.885450163493729,1.77614554527368e-10,1.41570287466814e-08
Spint1,2.83642546905811,1.80752238109573e-10,1.4335800033433e-08
Arhgef19,-1.79527713898907,2.06070720332425e-10,1.62633448790433e-08
Tnfrsf23,1.49385472681609,2.14177182019662e-10,1.68202580055735e-08
Gch1,2.62029779584361,2.19835246446767e-10,1.71803926015788e-08
Glipr2,-2.65008408128184,2.24374671483841e-10,1.74500320963234e-08
Gpr161,-1.8197377742624,2.2831291826476002e-10,1.76705375049262e-08
Stxbp5,1.23445220659616,2.29582958843482e-10,1.76834066520742e-08
Izumo1,3.50220835498791,2.32758188401548e-10,1.78421958678526e-08
Adam19,-1.76261355652127,2.46054741737559e-10,1.8771633416083e-08
Cthrc1,-2.86747721889391,2.56869143326505e-10,1.95037940532414e-08
Npr1,2.53672607490002,2.5970836761480703e-10,1.96263573469662e-08
Zfp9,-1.15984293798965,2.65872990945487e-10,1.99978929011157e-08
Sv2a,2.13580113389752,2.79332397132264e-10,2.09120763292336e-08
Ddo,2.82359694761173,2.80638919858264e-10,2.09121680699965e-08
Cdo1,-1.76818931634111,2.85366974774821e-10,2.11660384392009e-08
Maob,-2.37201651279144,2.90912238900632e-10,2.14779031310001e-08
Top1mt,-0.858242809921177,2.93380498164262e-10,2.15607750508699e-08
Col5a1,-1.59643801588657,3.00777950485032e-10,2.2003486505574e-08
Brsk1,-1.24733226690575,3.13801715778997e-10,2.28518967658878e-08
Lrrn3,-3.66787914413061,3.2649545431104e-10,2.36687044050551e-08
Sptbn1,-0.550777950892728,3.28495348089646e-10,2.37064142871361e-08
Abca3,0.616807703240329,3.5211850907076003e-10,2.5297267416245e-08
Ahcyl2,1.1446893045572,3.54244606010163e-10,2.53363965753965e-08
Lrrc17,-5.39981750881923,3.65596153022882e-10,2.60076950175095e-08
Wt1os,2.33633220428617,3.66877165842153e-10,2.60076950175095e-08
Col11a1,-2.74807867343821,3.80805052624757e-10,2.68761134277587e-08
Mira,-2.16208738503515,3.83346729126916e-10,2.69368331023786e-08
Rplp0,-0.614906989230435,4.12379924853234e-10,2.88503876684439e-08
Clybl,-1.51585649307847,4.18248594238228e-10,2.91337422969159e-08
Foxc2,-1.92576184832409,4.32853516841971e-10,3.00205462914512e-08
Gpc6,-1.54093470936659,4.37326887345946e-10,3.02000606127991e-08
Ggcx,-0.744720917603298,4.47824881342855e-10,3.07922850815188e-08
Nol4,-2.48424313020357,4.72005039121514e-10,3.23162082554093e-08
Maf,1.2423560260099,5.34537811800726e-10,3.64418309908912e-08
Plxna3,-1.4401993480578,5.62339458816721e-10,3.81747477529775e-08
Arfgap3,-0.659931112835243,5.97474952543274e-10,4.03888025936531e-08
Rgs4,-3.38099478215983,6.00675863231577e-10,4.04345714488786e-08
4-Sep,-1.96658401772367,6.27633636340725e-10,4.20724622921119e-08
Numb,0.779317138224527,6.30799886912307e-10,4.21085207842586e-08
Tarsl2,-1.1207796034852,6.641160250935301e-10,4.41485594938732e-08
Eva1b,-1.00419934903702,6.732394987760101e-10,4.45701240078118e-08
Lrrc16a,-1.53337520776607,6.89472841995175e-10,4.54569728461098e-08
Shank2,-1.94138621952491,6.974328467572251e-10,4.57933263848258e-08
Heg1,1.11395880944298,7.26817129776414e-10,4.75279070863181e-08
Tead2,-1.4989629756277,7.44821346332037e-10,4.85072471121365e-08
1500012F01Rik,-0.740997776510818,7.65855472993887e-10,4.96751843434618e-08
Bgn,-1.33568769480773,7.69617230803727e-10,4.97178937689779e-08
Csrp1,-1.49505915276106,7.90123678564811e-10,5.08376363625978e-08
Slc9a5,-1.37580388005319,8.25724334746566e-10,5.29157182678989e-08
