gene,log2FC,pvalue,adjusted_pvalue
Mpeg1,-8.92166035931453,0.0,0.0
Xist,9.86262263860266,0.0,0.0
Laptm5,-7.9528882112357,1.3046755146097e-298,8.61259796377684e-295
Cd84,-5.43043261897607,9.65080357447495e-244,4.7781128497225506e-240
Tbx4,7.0773962455296,2.88162155452457e-223,1.1413526653160901e-219
Lyz2,-8.74409165559669,2.28993420573862e-219,7.55830950174126e-216
Tiparp,2.47015895520794,5.15781755239163e-200,1.4592202686794802e-196
Specc1,-1.52632158928946,1.36827795809689e-199,3.38717208526886e-196
Lcp1,-4.84866284453622,1.59500142423837e-195,3.5097120228463e-192
Ahr,3.95107118084582,7.9339892006489e-195,1.57124722129651e-191
Slitrk5,3.03161179204117,8.26813675579924e-192,1.4885652755622602e-188
Sema4d,-4.22660034717398,7.01179926577506e-189,1.1571806054950798e-185
Synm,3.80336126163676,2.16494727390538e-186,3.2980473701863202e-183
Slc33a1,1.30662254259788,9.06344231461275e-174,1.28208865427565e-170
Plek,-5.80770369207774,6.96865845507222e-166,9.20048746961668e-163
C3ar1,-8.29783015382033,3.3667805653463e-157,4.16723264475738e-154
Mmp12,-5.0584301075499,9.29418256516684e-155,1.0827175971797901e-151
Cd36,-8.0779055162218,2.2490436057730603e-154,2.47444775381832e-151
Csf1r,-5.83335028792019,5.1766012650746e-154,5.39565323439671e-151
Cybb,-7.82916364556949,9.788216684583951e-154,9.692292161075021e-151
Pirb,-6.57437313461641,2.33246200438322e-152,2.1996227397526303e-149
Uty,-6.89784840545065,2.30239145033811e-150,2.07257092193164e-147
Ncf1,-5.99504390973369,4.89330694120405e-149,4.21335002885239e-146
Trem2,-5.88729002489507,1.06437991988876e-146,8.78290830561545e-144
Nckap1l,-8.0062142304406,4.07740419919623e-143,3.22995651043529e-140
Emr1,-8.97766778036194,8.93825564347534e-140,6.80820056782253e-137
Ddx3y,-8.87309747374855,1.46139001402293e-138,1.0719025125077799e-135
Rab3b,3.46883088538023,2.93506441421378e-138,2.07592913068177e-135
Penk,5.879742040437,6.93032249073775e-136,4.7326933312610504e-133
Pitx1,8.27504124842942,6.89499569877624e-135,4.55161649395216e-132
Fcer1g,-7.41075534894639,1.7710566487126098e-134,1.13141954422918e-131
Clec4d,-7.21758952248312,4.45895579236568e-133,2.75953626600031e-130
Ctss,-8.87139814734394,2.70546813918288e-131,1.62360881904175e-128
Itgb2,-8.07764376393143,2.8730674948325e-131,1.6734773137547898e-128
Kifap3,1.05204300692438,5.21171467033251e-130,2.9489370666075698e-127
Clip4,3.3427883202996,2.45379170115909e-124,1.34985807915985e-121
Ptprc,-6.55394557029513,8.29150293585677e-124,4.4379709227488505e-121
Igfbp4,2.42701116136781,1.90557394177609e-123,9.93104903761412e-121
Got1l1,6.89254310514671,2.05116403451506e-123,1.0415705779368302e-120
Cd59a,2.28299737724099,4.17514322270223e-123,2.0671134095598703e-120
C1qb,-8.96042691547914,8.62618688427038e-121,4.16665865990465e-118
Gfpt2,-2.29870150988189,9.35904111414267e-121,4.41301071963051e-118
Aqp5,4.73220402910284,3.82586935922293e-120,1.7620352741872303e-117
Csf2rb2,-5.83905663033723,4.885245498859961e-117,2.1988045877141497e-114
Mab21l2,6.02380226917703,2.7282391632611397e-114,1.20066774198275e-111
Tlr7,-5.67131803584963,8.08004041742151e-113,3.47863305275251e-110
Arap3,-5.36536468779563,2.17445595158784e-112,9.16232460962671e-110
Rac2,-5.545011527136,3.2495537860056503e-111,1.34071173287617e-108
Fyb,-4.13363409727596,1.1645447660052999e-109,4.7066621522385597e-107
Cd300a,-4.20189447320884,2.39545127752266e-109,9.48790342001174e-107
C1qc,-8.85443965660821,3.8860585866952e-109,1.50900988727278e-106
Exoc3,1.42766847125326,1.42810456250639e-108,5.438881299207011e-106
Clec12a,-5.19642636451416,9.55887737014619e-108,3.57177372525236e-105
Plagl1,4.19995373485313,6.33826389835029e-106,2.32449959709128e-103
Hcls1,-5.75533631566956,3.52428501017858e-105,1.26899891530139e-102
Lilrb4,-7.36399716150108,1.2596444082180701e-104,4.45464247506263e-102
Hpgds,-6.01465076692684,6.40004180252513e-104,2.22362154135452e-101
Itgam,-7.27585296815652,6.126492064561109e-103,2.09188015252704e-100
Mrc1,-6.02728206465958,8.68111717741352e-102,2.91391262002538e-99
Ucp2,-2.38130097284004,6.1981778989602e-101,2.0458119185168002e-98
Pld4,-6.52650373880647,4.15898980218834e-100,1.35023990233669e-97
Bmper,-2.41188315975464,5.31572567265631e-100,1.68225703428141e-97
Clmp,-2.50826940749368,5.35155489596691e-100,1.68225703428141e-97
Lat2,-5.3725655228967,3.10710285963143e-98,9.61454141127201e-96
Fermt3,-5.35759931686502,4.90323490531032e-97,1.4939025240733198e-94
Ncf2,-6.35981388837001,7.76939661169929e-97,2.33128985603171e-94
Fblim1,-2.11121851394652,1.63873037507356e-96,4.84379348476968e-94
Slc15a3,-5.35421166822999,2.0485636392989102e-95,5.96614034009935e-93
Pcsk9,-3.50442279244679,2.08186347962538e-95,5.975249905869711e-93
Ms4a6d,-5.65111052390946,1.93153288266394e-94,5.4645824583252395e-92
Igf2bp2,-1.15452954260696,7.20756243974565e-93,2.01040234586934e-90
Cpox,1.2849743616096,1.6212162267716002e-92,4.45924529930343e-90
Klhdc7a,3.37424137836172,2.53443930230412e-92,6.87562136203162e-90
Inpp5d,-6.83356341658342,8.37916786271775e-89,2.2424464912603e-86
Tyrobp,-9.23168877282173,1.14301080547537e-88,3.01815813221789e-86
Adam8,-5.64245044632414,2.85711244087643e-88,7.44503352356801e-86
Myo1f,-8.72892643409372,1.34917046379407e-87,3.469996346101e-85
Stard9,-2.41809055274456,2.31390564010249e-86,5.87494708930637e-84
Emp3,-0.943834357888588,2.12877847684027e-85,5.3364973361195695e-83
Adamts7,-1.94781112879801,5.05703104674306e-85,1.25186803562124e-82
Tubb2b,-2.52505424557084,9.15258208303699e-84,2.23774982188228e-81
Sox6,4.85046267506973,2.6081615349683597e-83,6.29902817542846e-81
Ptpn6,-5.85841095442808,3.35883250642432e-83,8.0142552960514695e-81
Cryab,2.27805662845138,1.92527500370028e-82,4.53906502062862e-80
C1qa,-8.90281098106877,4.9524872017823096e-82,1.15387125345996e-79
Fkbp14,0.776403406135071,6.4818412910109e-82,1.4926323828741798e-79
Alox5ap,-6.03241524553376,3.48545187845831e-81,7.93401022999866e-79
Cyth4,-7.29457940221285,7.32209289479516e-81,1.64780372373322e-78
Unc5c,2.89033722734108,2.1129355863076798e-80,4.70163779227386e-78
Wnt10a,5.45898730970998,9.496926829312799e-80,2.08974598808568e-77
Coro1a,-4.22889500598595,1.46539201221887e-79,3.1890794956024796e-77
Limd2,-1.54336785446726,2.13391502885431e-79,4.593484046894649e-77
Stab1,-6.62494634702819,2.55264278455521e-79,5.43575674250875e-77
Gldn,5.88965379172666,4.57813727815283e-79,9.64525858048284e-77
Slc11a1,-5.25360912090988,7.91708980728755e-79,1.6504215425634e-76
Gp49a,-8.37512568855426,4.359842335488699e-78,8.99399141791856e-76
Rassf4,-2.86891305482018,5.426356237067659e-78,1.10787174143183e-75
Nebl,2.59470589801147,7.560447244644829e-78,1.52782752278517e-75
Fmnl1,-5.19296607715484,1.38122176689469e-77,2.76300160319014e-75
Ano1,3.2939020554364,8.459744938274009e-77,1.6753678875757901e-74
Colec12,-1.34399406076184,2.89182924962691e-76,5.67027588709023e-74
Slc4a10,4.55706792360268,1.38169033063316e-75,2.6826465988097202e-73
Dock2,-7.53916376799853,2.37585436480581e-75,4.56809901365187e-73
Elmo1,-2.5854313559984,2.42942082907873e-75,4.62617789414185e-73
Gpx7,-1.70907509780968,5.63668543777508e-74,1.06313255628284e-71
Shc2,-2.88910149949576,7.15307934590554e-74,1.33641116383314e-71
Tmed3,0.73775972369104,1.30679313822714e-73,2.41866647751872e-71
Nav1,-1.55592868898465,2.1738364724401e-73,3.9861719907596e-71
Arhgap19,-2.88576447300406,2.36307425983477e-73,4.29342409557502e-71
Ms4a7,-8.84350654239439,2.82491711880909e-73,5.08587805644503e-71
Pcdh20,3.84727958433269,1.5070980273591799e-72,2.6888801201640798e-70
Tlr13,-8.81925929081762,2.7281944585641e-72,4.8240324158395996e-70
Efhd2,-1.62049961586363,1.70461597532372e-71,2.98745263498327e-69
Mme,3.42223165160388,7.91204757309875e-71,1.37447535208463e-68
Msi2,1.05244495514594,6.69368187809485e-70,1.1527102253373101e-67
Il1rn,5.7564661627287,1.34511162330554e-69,2.2964302230985302e-67
Arhgap30,-7.03808644713202,8.97849645424027e-68,1.5197448186305501e-65
Fes,-2.12858166555316,1.2803700906224e-67,2.1488516334479603e-65
Atp6v0e2,1.84359942886059,2.6125325922337704e-67,4.34778113080653e-65
Tubb3,-2.14380957600481,6.6491115172377e-67,1.0973250373948e-64
Crip1,-3.38355461898807,8.18872406105457e-67,1.3402437297944199e-64
Ctsf,1.06778589989026,9.64930594369141e-67,1.56635126974479e-64
Rgs10,-3.65508088264437,6.98292083398927e-66,1.1243070259863701e-63
Nt5dc2,-3.18611311327653,4.7680884723568505e-65,7.615098718270581e-63
Eif2s3y,-9.35631840964589,6.54716466025592e-65,1.03728039145367e-62
Aph1c,-3.36748587607994,1.21293450724818e-63,1.9064249985351503e-61
Pygl,-3.78191429757024,4.84569871738809e-63,7.556237590484551e-61
Mnda,-2.26525409954679,9.97179740144613e-63,1.54282402920499e-60
Cd200r4,-4.94588511612789,2.0039623168195298e-62,3.0764705211080703e-60
Cd200r1,-4.28407133344657,8.81681202745136e-62,1.34313957993574e-59
Gmip,-1.35603287812838,2.4389623428515803e-61,3.68711528533073e-59
Cd72,-5.54692979433703,2.4658533509303903e-61,3.6995272546837403e-59
Cyld,1.19143619426387,6.42995075561719e-61,9.574341711597211e-59
Adcy7,-1.69701607236957,3.59673510182156e-60,5.3156523848115106e-58
Sox12,-2.68151853393621,4.33006535841531e-60,6.35204550800421e-58
Apobec1,-2.33973424473615,1.75429678437911e-59,2.55456569984146e-57
Msr1,-7.92486332959411,1.88778670699275e-59,2.72888525148061e-57
Hspb2,3.61114613050719,1.90810597848637e-59,2.73827034767711e-57
Hoxc13,3.28480758948525,2.24026400409827e-59,3.1918121105872e-57
Irf8,-4.43612577545038,3.3412919452751e-59,4.7264961203020096e-57
Coro2a,-4.32609304268613,5.1442302881288e-59,7.225272101142039e-57
Ptpn3,1.14202163548715,9.23168881392062e-59,1.2874955300766498e-56
Slc9a5,-1.5338943462137,1.02393487757135e-58,1.41804239967993e-56
Ccl9,-4.00561662497733,1.2637612190958801e-58,1.73802272103992e-56
Cfp,-2.62958803708748,2.37024983483369e-58,3.2372708778652697e-56
Myo1g,-6.19712822970718,2.62931455169373e-58,3.55730161604232e-56
Zc3hav1l,-2.39120768421173,2.6404935243295303e-58,3.55730161604232e-56
Prex1,-1.38611199160549,6.02393939590458e-58,8.0606821484117795e-56
C5ar1,-7.57724448876509,1.08806653852992e-57,1.4461791764460798e-55
Cyp26b1,2.1831226763512,1.60443301852487e-57,2.11827943325777e-55
Cd68,-5.4775699281778,3.69800471167901e-57,4.85001889470802e-55
Wdfy4,-7.07780799842762,5.29571007782864e-57,6.89975278824462e-55
Arl11,-5.69082436288992,6.35389406715462e-57,8.22434758862288e-55
Bdnf,1.71050888449386,1.6059722578800998e-56,2.0652386100686702e-54
Phlpp1,-1.15296121494062,1.6957968576807498e-56,2.1666813528715902e-54
Crabp2,2.2899753460608,4.480287698935859e-56,5.68766779421319e-54
Sgms2,1.44337134476507,1.06488401419848e-55,1.34324605205011e-53
Aldh1a1,4.06135794288651,1.5352974837335299e-55,1.9243690739151201e-53
Fcgr2b,-7.63788273283517,1.62974810271314e-55,2.02990763686359e-53
Pik3cd,-2.02988123018844,2.0550698150861797e-55,2.54366266362292e-53
Prss35,2.68090231347614,2.1591458596828697e-55,2.65588351584842e-53
Ipo5,-0.567604583885298,2.22144707255475e-55,2.71565048301694e-53
Ptpn7,-4.42914561522657,3.6089141331534394e-55,4.384719968893901e-53
Lrp1b,3.89824869011629,5.6844224464174e-55,6.8642867151738e-53
Baz1a,-1.06923195535709,1.67473056769019e-54,2.01008267651737e-52
Wdr35,1.09211250912414,2.79234449517411e-54,3.3313006254474703e-52
Tmem106a,-2.84860535150665,6.932457658052591e-54,8.2209815245553e-52
Nrros,-3.86601798833444,9.07649498264179e-54,1.06994587283475e-51
Evi2b,-4.11974906852407,1.0524812123021701e-53,1.23333360523267e-51
Ptafr,-5.23533802729329,1.81159182488747e-53,2.11039791176891e-51
Gng2,-2.01770099833301,3.28332971205312e-53,3.80251822324562e-51
Htr2b,-3.54087378831764,8.56612627006358e-53,9.86299794490344e-51
Pam,1.25391495835603,3.1359680039192e-52,3.58986765026682e-50
Crybg3,-3.51018171846614,3.4147201402709105e-52,3.88650101482328e-50
Capzb,-0.483463220819413,3.71485232378683e-52,4.20393916687282e-50
Ccl3,-3.70902412851526,8.90499308450585e-52,1.00201410821337e-49
Pik3ap1,-7.7534865204987,2.55286340188245e-51,2.85632241869379e-49
Fat3,-2.39917672382326,6.8422824819867e-51,7.61261585804857e-49
Diap1,-0.794984392977149,1.1109477938510299e-50,1.22911788320814e-48
Ephx1,0.945678489132312,1.44540499948463e-50,1.59026670054409e-48
Rbp1,-3.45250823863022,2.54809703338002e-50,2.7879841795059597e-48
Prkaa2,2.11732240973491,3.16252919365169e-50,3.44124879950979e-48
Cd180,-7.76022015656652,3.40514596519432e-50,3.68500058441029e-48
Hsd17b7,-0.893922294625175,3.7010578863581697e-50,3.98346469464333e-48
Mettl7a1,1.44598286623129,7.80653749237499e-50,8.35679289183753e-48
Parp1,-0.88394299365094,1.02929660407213e-49,1.0959241907013201e-47
Kdm5d,-8.80721353409871,1.43115267300186e-49,1.5156442532689301e-47
Rab3il1,-2.05689911199246,1.6871450471399798e-49,1.77724577199788e-47
Bin2,-4.28047935952037,6.437165727123289e-49,6.745059791531721e-47
Angptl1,-4.0493651970405,6.935244506250029e-49,7.22871485272503e-47
Scx,2.93137365684274,7.459941065928289e-49,7.7349043387248005e-47
Evl,-1.93428706388199,1.41050223854049e-48,1.45487428812791e-46
Lgmn,-1.27479052668419,2.0763294534238798e-48,2.13055069925422e-46
Cbr2,2.74985742999736,4.5366694015372e-48,4.63114437257952e-46
Eps8l2,2.03912792091522,1.21637270181327e-47,1.2353356403441e-45
Arap2,0.981832052638344,2.02434719896251e-47,2.04541693511497e-45
Gid4,0.789239757664121,2.70013316499595e-47,2.7143876751055802e-45
Hoxa11,4.45295257384913,2.9629607177460703e-47,2.96355929566885e-45
Hoxc10,3.726648924785,6.496541627533231e-47,6.4652015272195e-45
Gas6,-1.34479202298654,1.00850329933378e-46,9.98619967000304e-45
Sema3f,3.66112436666026,1.05318401136141e-46,1.03767443587071e-44
Cs,-0.493958895867797,1.54612731172126e-46,1.5158170931350402e-44
Eif5a,-0.788654228545333,1.58812847047692e-46,1.54932493740517e-44
Cgref1,1.90610989336921,2.66225680470813e-46,2.5844771451196e-44
Was,-4.29784646233635,4.14736894657986e-46,4.0065607130764704e-44
Vav1,-7.14396397731761,4.8911973664216305e-46,4.70219770119485e-44
Clec7a,-6.50567209398174,5.81106761516326e-46,5.55953541307697e-44
Ifi27l2b,-3.32897045590985,6.53164559784295e-46,6.21888026056163e-44
Tcirg1,-1.66854927024028,1.91483836869503e-45,1.81442387816442e-43
Tctn2,0.964274165605596,2.97623978643286e-45,2.80673584431031e-43
Twsg1,0.756189018570521,3.24775666053371e-45,3.0482735974032997e-43
Tlr8,-7.00188437456365,5.00200255636611e-45,4.6726254068997395e-43
Dlg2,2.02207225275726,5.12299753405304e-45,4.76318512508856e-43
Gpsm3,-3.15849089672454,1.2886161941614502e-44,1.1925119209894099e-42
Ms4a6c,-3.54801909843875,1.4473755166076102e-44,1.3332011502742798e-42
Sdc4,1.94858685288144,1.6195221741487402e-44,1.48486190448341e-42
Vasp,-1.03240376943607,2.1295570819910602e-44,1.94349071206226e-42
Nek6,-1.21917672864196,2.41361211706119e-44,2.1926226773522798e-42
Ccdc3,2.63184983599384,2.44425621013583e-44,2.21032191714749e-42
Pdxk,-1.00302432633555,3.63387776226465e-44,3.2711506910858696e-42
Mcoln3,-5.57819069495912,4.44954689947786e-44,3.98727723064522e-42
Spi1,-7.2477956648186,4.52496774263277e-44,4.0365973502297e-42
Tmem123,-0.808938483496295,5.37487749335001e-44,4.7732768555293096e-42
Hn1,-1.13008212136731,5.50025626274114e-44,4.8628158494341795e-42
Dock8,-2.45502354919423,7.17863039099846e-44,6.31847094503705e-42
Arrb1,-1.03622055655276,1.01634644778506e-43,8.906073031829819e-42
Abcc3,-3.0846387071227,2.15749156033875e-43,1.8822450599536899e-41
Spint2,2.79424084815111,2.55046306938957e-43,2.21532327307856e-41
Tbx2,2.29904567191159,2.96833129249421e-43,2.5670232714653e-41
Hck,-2.75387595118503,3.73512860046936e-43,3.21610812189979e-41
Prkcb,-4.45544442712812,8.00195177416332e-43,6.86020142578054e-41
Ptms,-1.19534893491252,9.02559952525608e-43,7.69447830918906e-41
Spink5,6.57977993169059,9.05278451848642e-43,7.69447830918906e-41
Pik3r5,-3.02408035122818,9.23586380218775e-43,7.81654045891137e-41
Pdzrn3,-1.41509990587039,1.08048460258536e-42,9.10549662536194e-41
Hmgcll1,3.65808538708123,1.12263219113409e-42,9.42059657339814e-41
Tbxas1,-3.87783641718146,1.26496439818275e-42,1.0570191958485798e-40
Adrb3,2.72193367317311,2.23076836827049e-42,1.85622423383314e-40
Adamts4,-2.36339790324721,2.5860844840202398e-42,2.14287937747016e-40
Fcrls,-8.35764879458664,3.0314973636409795e-42,2.50149057456442e-40
Ebf3,-1.47519931827509,4.6049273523297394e-42,3.78406561350781e-40
Copg2,0.751897115486413,8.25595270537464e-42,6.756235015588409e-40
Kcnab2,-1.78301579488659,9.279761573667229e-42,7.56281474094262e-40
Tnfaip8l2,-5.50770594154006,9.60136837524903e-42,7.79284833210786e-40
Shroom3,2.5834656193778,1.06350829951578e-41,8.59661974024921e-40
Raet1e,-1.72045810627313,1.07114659704872e-41,8.62316553168814e-40
Hk3,-9.0276776922599,1.09092877922162e-41,8.74686378287653e-40
Mctp1,-2.1192866280124,1.70772919288536e-41,1.36370439257668e-39
Sh3bp2,-2.03794746094133,1.97725781993357e-41,1.57259493437608e-39
Vangl2,-1.92622152173358,1.99013644519832e-41,1.5765064864283e-39
ENSMUSG00000037266,-0.545930060811753,2.24729208653503e-41,1.77312240963107e-39
Syk,-1.84904911671116,3.24078231463521e-41,2.54684337139031e-39
Pik3cg,-6.19262448037732,3.69251233783244e-41,2.89037606080765e-39
Stac,4.68550679401647,3.88285208581274e-41,3.0274016813951e-39
Smoc2,-3.9182745179716,8.36914530705643e-41,6.49970798670375e-39
1-Mar,-3.45455710532437,8.681410604293899e-41,6.71588498466549e-39
Ric3,1.46210363293025,1.02196832536286e-40,7.87512090096736e-39
Osbpl2,0.774940609428501,1.33456821771467e-40,1.02441042572175e-38
Mcoln2,-5.09342021828814,1.4242209107152299e-40,1.08900659906581e-38
Idh2,-1.62554753600337,2.0113782564729797e-40,1.53205134581503e-38
Aldh1a7,2.82237737271034,2.3816117340246498e-40,1.80710493412353e-38
Rgma,-1.61617749564568,2.5646600546805e-40,1.93856976041575e-38
Ccpg1,1.17429544907528,2.97978103678946e-40,2.24378645066838e-38
Slc16a3,-1.75702521968635,4.43369878556145e-40,3.32594586171435e-38
Hoxa3,-2.57138478926761,5.074420349043039e-40,3.79221964499805e-38
Apoe,-4.85069646518639,5.269950172653649e-40,3.9235373390689103e-38
Gchfr,3.04066831989796,8.31478907712542e-40,6.16726902184988e-38
Itgal,-5.98638326398922,1.31077396496718e-39,9.68603268739181e-38
Rorc,4.4078609751749,1.41241349684088e-39,1.0398303677114e-37
Wipf1,-1.28296090047648,1.4796589957736202e-39,1.08530247230744e-37
P2ry6,-2.37069004930587,1.91854222976468e-39,1.40202252096899e-37
Hpse,-2.44171479605687,2.51764803192304e-39,1.83306991265455e-37
Pmaip1,1.06543110719557,2.80113574204468e-39,2.03200337858802e-37
Mreg,1.98980138632815,3.02970432499208e-39,2.18979067343588e-37
Bcl2a1b,-7.24903908841032,3.5003387995977e-39,2.52075307589938e-37
Cdh10,-2.83344007625187,3.5397881120578e-39,2.53992622359393e-37
Foxl1,3.06512793756329,3.79405736440927e-39,2.71254556118271e-37
Ckmt1,3.58596588663971,4.86102351527895e-39,3.4628672552728202e-37
Ddx39,-0.797557984708578,5.5135808908968804e-39,3.91365433560293e-37
Lair1,-7.24074831416394,5.7456538281694303e-39,4.06381887189526e-37
Rps6ka1,-1.81664139090505,7.09596719644732e-39,5.00101545759583e-37
Fam131b,-2.03238357671262,7.42063042865614e-39,5.21128244713142e-37
Vkorc1,1.16337376279585,7.95701813470571e-39,5.56822569398275e-37
Arl6ip5,0.975568273603625,9.42526927432875e-39,6.57246594045094e-37
Nsg1,-2.15377567786753,1.20249672070062e-38,8.35587545851052e-37
B4galt1,-1.06023767798131,1.29096164883635e-38,8.93923234040388e-37
Aldh3a1,5.59269367533643,1.34485097584639e-38,9.27994032253027e-37
Rab3d,-1.43700732613328,1.60860722087113e-38,1.1061408820184699e-36
Ccl4,-4.26396802550534,1.63653957159113e-38,1.1214543140412001e-36
Rai2,2.13862187845248,1.93830811737278e-38,1.3236639295327798e-36
Smad3,0.88111385625292,2.2170039884323e-38,1.50878168339908e-36
Rprm,1.79832593770298,2.61789816142633e-38,1.7755087393454498e-36
Prelid1,-0.646396556663632,2.9560870457457903e-38,1.99803234996415e-36
Tm6sf1,-3.99329399131299,3.1401647395313e-38,2.1152320578802e-36
Iqgap1,-0.958088462521565,3.3094113782672803e-38,2.2216807774645797e-36
Ntrk2,3.26102641497977,3.38846086797073e-38,2.26706348071934e-36
Esm1,6.7059587258773,4.02727898054968e-38,2.6853950481752797e-36
Epb4.1l4b,2.13690816966949,6.83480468291088e-38,4.5421634879317794e-36
Sh3rf2,2.32480466979866,8.80305870363588e-38,5.83062791193328e-36
Bag2,-1.14112035003181,1.08351172091953e-37,7.152622040363479e-36
Adap1,-3.95113030952801,1.10666819888139e-37,7.281214953703349e-36
Tbx18,1.88675938766391,1.42214882568668e-37,9.325905743012901e-36
Atp1a3,-4.63790940679582,2.55787020844366e-37,1.67181721478608e-35
Crebl2,1.09295572616616,2.65481294478983e-37,1.7294709065334801e-35
Arpc4,-0.684240032190465,3.28011481290679e-37,2.1298161886821702e-35
Nup188,-0.755983929735811,4.47274176295824e-37,2.89471169521651e-35
Tbc1d8,1.50149932431543,4.95023382103094e-37,3.1933039280683e-35
Peg10,-1.72244644112931,6.47815331909564e-37,4.16536845231721e-35
Ly9,-4.89706240248798,8.21270351068403e-37,5.26357217882157e-35
Lmcd1,3.0541289135359,1.10259063869419e-36,7.04377580925795e-35
Mcm3,-2.01470774051833,1.9899828037155798e-36,1.2671903358451299e-34
Pold1,-1.1583817902155,2.1740713555228497e-36,1.37997785656329e-34
Nfam1,-7.55263116523761,2.9980243704801398e-36,1.8968969531306299e-34
Fgfr1,-1.30648967505334,3.0321302341974e-36,1.91236647000145e-34
Sh3kbp1,-1.09295755021385,3.32487341050481e-36,2.09034263560753e-34
Metrnl,-1.08339474329119,4.14694384649527e-36,2.59892645367064e-34
Lipa,-1.09066998962131,4.47947638901146e-36,2.79847162170293e-34
Acot7,-1.06449968716058,5.1732079761683005e-36,3.22170474088167e-34
Brinp3,-4.5517867050205,7.773938167057659e-36,4.826177788727579e-34
Selplg,-5.12464967681271,2.2386838213121102e-35,1.3854654499145299e-33
Pip4k2a,-1.09186250136173,2.69132068210393e-35,1.66040232985627e-33
Sipa1,-2.39446346815319,3.1135023526329203e-35,1.9149006394888898e-33
Slc35g1,2.09487982084246,3.18105768097714e-35,1.95039214594648e-33
Hoxa7,-1.78350887429646,3.54468928884883e-35,2.1666366258136498e-33
Il7r,-7.44355580426065,3.57718893514006e-35,2.1797738360465798e-33
Car5b,1.67159611381082,3.9291754033880704e-35,2.38691379413182e-33
Gorab,1.73375916558353,4.48225670026476e-35,2.7145752811022398e-33
Kif20a,-2.64839452693412,5.48002438242792e-35,3.3087317948049496e-33
Folr2,-3.89019342955986,6.42125705021652e-35,3.86524542925495e-33
Fhl3,-1.11001778941889,7.245759367804451e-35,4.34833389454544e-33
Acy3,1.57258431619353,8.65724149011799e-35,5.17969820151954e-33
Stard8,-2.01853437148142,9.040862359506131e-35,5.39292886047167e-33
Lonrf2,1.64105355723815,1.17138127689746e-34,6.96637681912232e-33
Carm1,-0.70247911064604,1.2121042504791099e-34,7.186979813319839e-33
Arhgap25,-5.10245983381427,1.3752978693673e-34,8.13026835968656e-33
Setd8,-0.80550565237107,1.49353255071476e-34,8.80295197451044e-33
Ccser2,0.830956188527902,1.5444023120717299e-34,9.07576955141502e-33
Galnt6,-8.09670114124408,1.61105073780351e-34,9.43942272528424e-33
Tagln2,-1.95593139614415,1.97909656696535e-34,1.15616602985787e-32
Erlec1,0.964289578116604,2.8685640315228197e-34,1.6708541788317e-32
Plcg1,-0.710492748089831,4.39189994311411e-34,2.55065062971941e-32
Tmem45a,1.58910621380584,5.34721085117457e-34,3.09637905545793e-32
Mllt3,1.00683454308058,6.50837233108553e-34,3.75777859022793e-32
Nod1,-1.1160132588907,7.3062817201186994e-34,4.2062093949195e-32
ENSMUSG00000025764,-1.44881967009368,8.46428075852667e-34,4.8587424968655703e-32
Dcxr,1.21252435445696,9.57639896764859e-34,5.48124292356395e-32
Rbm47,-2.98436270607949,1.0044940839224e-33,5.73285326743494e-32
Cks1b,-1.2009353644117,1.1266942623081599e-33,6.41179688814681e-32
Cnr2,-3.5096920387535,1.29503204919707e-33,7.32888497842504e-32
Pfkfb4,-1.08802181773795,1.29524830460956e-33,7.32888497842504e-32
Nbeal2,-1.50313027013703,1.4746354737414e-33,8.32013701480763e-32
Plekha2,-1.88723178535919,2.0258454562183698e-33,1.1397682788337701e-31
Pitrm1,-0.587901274377749,2.49093476219538e-33,1.3974637968985102e-31
Abcb1a,2.64200390293324,3.1669865915661e-33,1.7717232333156801e-31
Kif21a,1.40701923618652,3.87241166451071e-33,2.16026029870338e-31
Ccdc8,-1.55206400821031,6.1404501231201e-33,3.4158841078165804e-31
Mecom,1.44731127711294,6.32035538881265e-33,3.5061153535026802e-31
Glt8d1,0.582878205148921,6.93810519349211e-33,3.83805126402005e-31
Arid3a,-0.989997401290522,7.3366981637805e-33,4.0472415163094505e-31
Zmiz1,-0.568882602655499,8.51013631175309e-33,4.68152054216551e-31
Hoxa2,-1.88881444563914,1.23544735433984e-32,6.77750676048373e-31
Tex15,2.16963089075555,1.30561910947663e-32,7.1426742663191305e-31
Tshz1,-0.993219058101338,1.36159407115669e-32,7.4283771309055505e-31
Aim2,-2.36985651477332,1.42782563980619e-32,7.76831290404447e-31
Plcg2,-2.26722327752338,2.06191640965688e-32,1.1187450021053398e-30
Ptprn,-2.74864961160438,2.38415860587077e-32,1.29005128499084e-30
Cd300ld,-6.65577968169968,2.93816652851665e-32,1.58118070463977e-30
Vps41,0.596052090958296,2.93156100598824e-32,1.58118070463977e-30
Hoxa10,4.28284668492516,3.14934329614345e-32,1.69023291698712e-30
ENSMUSG00000086320,-1.85792083527512,3.45847045239052e-32,1.85112294159843e-30
Fam105a,-2.07743715696281,3.54399501277522e-32,1.8917864483288498e-30
Tspan14,-1.25042500893161,3.97910521412505e-32,2.1183387005519497e-30
AF251705,-7.71422616350411,4.45720336173056e-32,2.3665001441209697e-30
Mov10,-1.10977380376687,5.27007908865238e-32,2.7906055152853398e-30
Hoxa11os,3.61814404370221,9.70875555885929e-32,5.1272585356706495e-30
Isyna1,-1.13970231035063,1.0918532574797801e-31,5.750814338066349e-30
