gene,log2FC,pvalue,adjusted_pvalue
Bivm,-0.338747404049384,0.0024765517047616,0.0152507170038701
Angptl1,-0.332130675455439,0.0024805023547935,0.0152701991409944
Mybbp1a,0.25213143376754,0.0024840466523288,0.0152835455745564
Lims2,-0.551239626255966,0.0024843245192278,0.0152835455745564
Ctdsp1,-0.12771460762381,0.0024855844559692,0.0152835455745564
Dzank1,-0.484696145420041,0.0024858209561585,0.0152835455745564
Spg20,-0.260484012021843,0.002492794895719,0.0153215686273466
Rps6ka5,0.538209249574108,0.0025002135373257,0.0153623000247843
Lrriq3,-0.595859645751206,0.0025046929112252,0.0153849513293496
Tmco6,-0.330727544618526,0.0025152759449543,0.0154450678594604
Dcaf12,0.132326225031088,0.0025161109205721,0.0154453072770584
Fut11,-0.342737531302148,0.0025213994502028,0.0154728763224973
Taok1,0.129847888832078,0.0025277502670011,0.0155069447299682
Znf512b,-0.456604685874489,0.0025344648966622,0.0155432227733357
Mir17hg,0.921467831373274,0.0025382451977208,0.0155614880937046
Smg8,0.281706468201105,0.0025419186461409,0.015579086989804
Ikzf2,0.397928187688767,0.0025485272319287,0.0156146581649337
Selo,-0.235496529166247,0.0025510001958631,0.0156248761996616
Fam13b,0.17780334033042,0.002552354170572,0.0156282361394065
Opn1sw,-0.999017517495982,0.0025554378594494,0.0156421817743713
Gata6,0.732195456768422,0.0025622989477718,0.0156792332962994
Faf1,-0.176281593398455,0.0025675651982453,0.0157065053930493
Gm27995,2.19404121697343,0.0025826408602222,0.0157937482671768
Wdr90,-0.498961515230122,0.0025853796713867,0.0158055157982321
Gm14391,-0.264058051639935,0.0025878816637251,0.0158158285993459
Zfp609,-0.180172361351291,0.0025966008579135,0.0158641193472778
Mdm2,0.186272973010714,0.0026084776025076,0.015931664903701
Sft2d2,-0.239570314980063,0.0026164172953853,0.0159751293894453
Eif3j1,0.264289399280457,0.0026323432182069,0.0160673129305088
Slc25a44,-0.176702823236637,0.0026443445906831,0.0161354913325836
Proser3,-0.44323713431831,0.0026517798667144,0.0161757738238687
Gm26532,-0.3970057227945,0.0026593068554347,0.0162165902648827
Sde2,0.400094178979763,0.0026613857626889,0.0162241688153367
Xrn2,0.262223170805016,0.0026633789600485,0.0162312202703458
Gm9752,-0.391840438643578,0.0026824611378259,0.0163423786242937
Xiap,0.387879334117773,0.00269128394862,0.0163909835966801
Arhgef26,0.988034119853691,0.0026987352502075,0.0164312076545428
Cd34,0.949361212356132,0.0027012081823207,0.0164359496926159
Cnrip1,-0.33482984160881,0.0027008025766621,0.0164359496926159
Serpina3n,1.16599823733469,0.0027132514462708,0.016498881561717
Slc9a1,0.357772944928378,0.0027124399324192,0.016498881561717
Gm14461,-0.84060088665655,0.0027160099058669,0.0165104812698755
Rnf166,-0.292824612469623,0.0027286072317361,0.0165818649309768
9530077C05Rik,-0.812335236877903,0.0027294986612476,0.0165820889238729
4930483K19Rik,-0.844280726459597,0.002733833544345,0.0165980306928886
Galnt5,-1.04025157374812,0.00273354324003,0.0165980306928886
Rasl11b,-0.99530107687083,0.0027405207241568,0.016633426378336
Kif18a,-0.467627295208341,0.0027423334329369,0.0166392238688895
Bcr,0.223756563957171,0.0027670851575256,0.0167812554332196
Gm20394,1.65333709859874,0.0027674715206299,0.0167812554332196
Ipo7,0.144011498964338,0.0027712473116829,0.0167989012295831
Cped1,-0.295507320207797,0.0027855548447323,0.0168803579660168
Zfp563,-0.498111144609315,0.0028024218118517,0.0169772690718609
Mum1,-0.269009152285154,0.0028126584402035,0.0170339651603337
Lrp11,0.193999830639168,0.002813927588208,0.0170363341409012
Abcc5,0.229714178418337,0.002816460545594,0.0170463507257352
Wdr77,0.222883538470341,0.0028182524372293,0.0170518772347983
Gm14002,-0.798804042544536,0.0028204883888025,0.0170600862519712
Nudt11,-0.984170297195161,0.0028542686645194,0.0172590305909426
Kctd16,-1.18832845693441,0.0028767684890866,0.0173896622312265
Gm27224,1.22087925392036,0.0028820072440277,0.0174159042550966
Gp49a,0.828584074064091,0.0029088471296201,0.0175726244405817
Fut7,-1.25357368900105,0.0029297928186041,0.0176936507476487
Tnpo1,-0.087860737288384,0.0029348724561579,0.0177188130489389
Psme3,0.199743532337394,0.0029382677907015,0.0177337941557614
Pcsk2,1.16324476826289,0.0029395883338762,0.0177362475219325
Seh1l,0.342978308430437,0.0029511180664331,0.0178002781974103
Mmgt2,-0.33232328300326,0.002952210164348,0.0178013318921718
Ube2e2,0.431128727221772,0.002961074049625,0.0178492329477864
Tvp23a,0.245891374619677,0.0029639364423934,0.0178609387354666
Il1r1,1.16346961093237,0.0029802332134971,0.0179535688527473
Ccl27a,-0.364781566444671,0.0029832944191381,0.0179664323119044
Nkiras2,-0.232810689484131,0.0029901126694358,0.0180019069927812
Mirg,-0.321448706109828,0.0029918443239326,0.0180067454285328
Camsap3,-1.20716565528692,0.0029938514920517,0.018013238558689
Acvr1,-0.177289783834368,0.0029974538875921,0.0180293227634338
Gm22,-0.882433243738495,0.0030055528271362,0.0180724347870319
8030451A03Rik,0.739108683583934,0.0030136527655248,0.0181155261035456
Fgfr1,0.265423258040334,0.003015929825685,0.0181235993612858
8430419L09Rik,-0.347167734224518,0.0030517954388456,0.0183296775229367
Zfp651,-0.56572671626856,0.0030521123519175,0.0183296775229367
Mafk,0.63209940575139,0.0030664201094869,0.0184099058801002
Mtf1,0.30488963418365,0.0030746925255484,0.0184538613565547
Paxbp1,0.177511049645472,0.0030789599139707,0.0184737594838243
Ncoa7,0.760366771422568,0.0030931122118516,0.0185496985418505
Rfx3,-0.289080108281395,0.0030935283694819,0.0185496985418505
Ifrd2,0.320482095010447,0.0030972790548008,0.0185664512756739
2610002M06Rik,0.257458545410072,0.0031251667712658,0.0187278369455351
Pxdn,0.357540401039245,0.0031267790667662,0.0187317138041164
Leo1,0.25159871971992,0.0031293092162303,0.0187410851949793
Rmdn1,-0.24732207580993,0.0031365303978701,0.0187785362049592
Nus1,0.178951315617101,0.0031425014805931,0.0188084820263508
Gm17034,1.76232995887327,0.0031441603454673,0.0188096748036903
Antxr1,0.171393269932308,0.0031446395105736,0.0188096748036903
Mtbp,0.220318534041572,0.0031500808986615,0.0188364159499627
Atrn,-0.125152272667385,0.0031726451341802,0.0189654979000719
Hmgcs2,-1.32675217727422,0.0031798277472781,0.0190025801072326
Ctc1,-0.22737132841478,0.0031997096354196,0.0191155067012569
Gm17147,-1.13184318834058,0.0032092795736569,0.01916677773076
Rapgef5,-0.4516120858153,0.0032135216727097,0.0191862075499262
Tnk2,-0.544715084109452,0.0032246774955465,0.0192468908408443
Depdc5,-0.20451372177307,0.0032260399417895,0.0192491017928916
Pcdh7,0.225083492658309,0.0032277577560109,0.0192534311397594
Igfals,1.32809432863076,0.0032310663362415,0.0192672437579687
Tmem255a,-0.77465849419456,0.003253207055529,0.0193933117374766
Nudt7,-0.274318030712453,0.0032571401215489,0.01941079450815
Ptp4a3,-0.215635421525578,0.0032751221301064,0.0195119649409228
3010026O09Rik,-0.993900498325365,0.0032820472536019,0.0195472206595739
Ptgs1,-0.232860033891682,0.0032835539036309,0.0195501932942787
1700020I14Rik,-0.16811014323925,0.0033011220254845,0.0196487643504606
BB218582,-0.810844276558334,0.0033099260788964,0.0196951259230013
Cacna1a,-0.579856414703582,0.003310945886996,0.0196951545037619
Fam107b,0.807387379801145,0.003317830495545,0.0197300591282733
Tmppe,-0.220353934525035,0.003328383920432,0.0197867529387447
Ptp4a1,0.404564080695956,0.0033515802496219,0.0199185492078606
Fan1,-0.326571248845494,0.0033682331944177,0.020011389131807
Gm28041,0.784623953178117,0.0033863579288766,0.0201129137593886
Mxra7,-0.295570838981085,0.003394441597621,0.0201542953885303
Slc39a8,0.202805211817447,0.0033954025780821,0.0201542953885303
